Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap
MYGN,-0.008954,0.001071,4.610000,449774268.299420
MYNZ,-0.018912,0.006181,0.760000,10138673.931118
MYPS,-0.006622,0.002768,0.511000,61702672.151260
MYRG,0.003043,0.000839,269.960000,4149408718.642456
MYSE,0.002495,0.002685,1.840000,7547862.248664
MYSZ,-0.017485,0.001632,0.551000,2475279.127564
MZTI,-0.002899,0.000490,163.342800,4506879453.552246
NAAS,-0.016524,0.003488,2.190000,20989186.800587
NAGE,-0.009851,0.001034,5.050000,407809380.945269
NAII,-0.017826,0.006029,2.710000,17356745.826562
NAKA,-0.018080,0.005615,0.245000,207287690.971354
NAMI,-0.021129,0.002236,0.441000,33289064.332633
NAMM,0.006651,0.018354,3.800000,163179385.152369
NAMS,0.006831,0.000762,35.460000,3537793787.571571
NATH,-0.000356,0.000010,100.580000,411774410.170486
NATR,0.002648,0.000209,27.680000,443181406.959656
NAUT,0.013023,0.005805,2.420000,317025857.525460
NAVI,-0.006870,0.000331,8.625700,784489761.000000
NAVN,-0.003861,0.003878,9.740000,2459089888.215165
NB,-0.005620,0.005904,5.300000,677955829.250000
NBBK,-0.001660,0.000329,21.340000,957067421.015930
NBIS,0.004497,0.005544,91.190000,24021431844.457214
NBIX,-0.001811,0.000807,132.250000,13040224012.506042
NBN,-0.003793,0.000393,110.880000,915209141.281128
NBP,-0.001911,0.001244,3.280000,404095080.354012
NBTB,-0.003231,0.000326,42.350000,2161784610.134239
NBTX,0.022579,0.003556,31.040000,1941808485.183907
NCEL,0.003739,0.001708,2.900000,12489958.503472
NCEW,0.011601,0.002835,8.950000,27520318.603516
NCI,0.158321,0.339389,5.440000,195949230.346387
NCMI,-0.001411,0.000912,3.560000,331224020.355469
NCNA,-0.008753,0.002202,2.160000,8115648.648453
NCNO,-0.013284,0.002098,16.140000,1884305547.415771
NCPL,-0.015298,0.003698,0.511000,3703423.902225
NCRA,-0.020303,0.002026,0.389000,5332611.790484
NCSM,0.001168,0.000443,39.840000,138607184.061432
NCT,-0.002917,0.003413,0.200000,4758599.535821
NCTY,-0.002980,0.005159,5.630000,96045558.307540
NDAQ,-0.005016,0.001106,87.580000,50276149618.189774
NDLS,0.007484,0.005205,5.870000,35113464.000000
NDRA,0.008987,0.001621,4.150000,5120065.014219
NDSN,0.003313,0.000185,293.440000,15144688476.258301
NECB,-0.000474,0.000160,24.200000,314304899.938931
NEGG,-0.003965,0.004851,44.460000,890027091.996155
NEO,-0.011859,0.001146,9.830000,1157924932.023886
NEOG,0.005182,0.000205,11.230000,2110001974.210212
NEON,0.000188,0.001664,1.820000,27859649.959810
NEOV,-0.023852,0.005440,2.890000,154557865.362657
NEPH,-0.007494,0.002397,3.910000,42613001.262255
NERV,0.021275,0.004443,6.600000,346195192.000000
NESR,0.011962,0.002098,25.050000,2090325944.951647
NEUP,0.001835,0.000743,4.150000,24474663.094354
NEWT,-0.004751,0.000530,12.280000,349825132.532334
NEXM,0.007922,0.002799,4.110000,119248775.156877
NEXN,0.002502,0.000992,6.440000,418804836.854364
NEXT,0.003892,0.001278,5.390000,1472295813.327942
NFBK,-0.001244,0.000136,13.340000,550029934.026329
NFE,-0.009326,0.001752,1.090000,324390201.609439
NFLX,0.009194,0.001721,96.240000,417062587225.398010
NGEN,-0.002950,0.001253,3.920000,328731940.654294
NGNE,0.015423,0.003501,23.490000,365559285.908890
NHIC,-0.000265,0.000003,10.400000,286620493.480030
NHTC,-0.007204,0.001375,3.200000,36151059.847770
NICE,0.004375,0.002134,116.250000,7756609978.311348
NIPG,-0.010329,0.000867,0.881000,105326942.370361
NISN,-0.008353,0.031064,0.598000,3502801.431521
NITO,-0.005040,0.017742,0.932400,2441059.600351
NIU,0.009958,0.001245,3.620000,300161284.764776
NIVF,-0.019246,0.010048,0.830000,513600.758908
NIXX,-0.005791,0.004760,0.544500,12910423.270799
NKLR,-0.000394,0.003916,4.410000,287530888.047073
NKSH,0.000338,0.000118,37.550000,236841159.154320
NKTR,0.039990,0.017217,68.980000,1934783919.843361
NKTX,0.013374,0.001914,2.700000,183256135.540878
NMFC,-0.006122,0.000491,7.650000,803428381.599939
NMIH,0.000259,0.000339,39.310000,2963258565.754425
NMP,0.000222,0.000004,10.120000,161944262.243151
NMRA,0.034209,0.005201,3.490000,547201784.881978
NMRK,-0.008911,0.001952,14.520000,3657502623.786644
NMTC,-0.010377,0.003581,0.670000,39839747.611631
NN,0.005440,0.001726,16.090000,2224679952.000000
NNBR,0.000081,0.000947,1.510000,64382095.200948
NNDM,0.001021,0.002203,1.880000,401786562.008627
NNE,-0.000969,0.002843,26.590000,1233330049.814529
NNNN,0.005142,0.005665,25.760000,974823511.816406
NNOX,-0.006814,0.001710,2.370000,177187639.814159
NODK,-0.000914,0.000083,13.280000,267021976.566298
NOEM,0.000003,0.000006,10.380000,99308366.708994
NOMA,0.005111,0.002537,4.000000,77536081.135868
NOTV,-0.032790,0.003958,0.270000,14893736.835594
NOVT,0.000381,0.000721,134.430000,4541116519.168755
NPAC,-0.000050,0.000009,10.310000,396193302.284050
NPCE,-0.004476,0.000755,14.580000,467973669.052946
NPT,0.003194,0.006291,5.750000,409535079.689026
NRC,-0.024435,0.004860,13.410000,339181598.420184
NRDS,-0.006111,0.002234,10.850000,786030057.621686
NRIM,-0.002090,0.000419,23.335500,498838518.911112
NRIX,-0.003492,0.000573,15.970000,1594066686.000000
NRSN,0.000270,0.003162,0.909000,28066508.713470
NRXP,-0.006434,0.003398,1.860000,55139148.807917
NSIT,-0.000033,0.001345,83.560000,2593787296.819382
NSPR,0.005140,0.000511,1.780000,69912142.389797
NSSC,0.007338,0.000468,46.610000,1535349120.990280
NSTS,-0.001128,0.000174,12.250000,60610714.535391
NSYS,-0.000308,0.000940,9.480000,25743886.762304
NTAP,0.001278,0.000819,99.030000,19926851733.166443
NTCL,-0.014056,0.004907,0.267000,6199553.571218
NTCT,0.001425,0.000572,29.210000,2197665272.539902
NTES,-0.006251,0.000331,114.970000,75699616671.981689
NTGR,-0.000354,0.000679,20.620000,587653036.808708
NTHI,0.006842,0.003068,10.220000,233235785.457043
NTIC,0.000867,0.000505,8.900000,83149930.932547
NTLA,0.004127,0.002411,13.780000,1640874994.497934
NTNX,-0.001905,0.001406,38.280000,10742988856.740738
NTRA,-0.005329,0.001011,208.040000,29086087298.011780
NTRB,-0.002415,0.001311,4.440000,51743257.000000
NTRP,-0.003886,0.000816,2.870000,38966815.030706
NTRS,-0.003008,0.000430,142.292300,25720426893.751740
NTSK,-0.012692,0.004168,10.800000,4833151386.688365
NTWK,-0.004772,0.001585,3.520000,43721120.863456
NTWO,0.000000,0.000001,10.500000,253463106.769800
NUAI,-0.013418,0.005122,4.580000,246177226.973804
NUKK,-0.015481,0.006951,1.760000,42952381.404782
NUTX,-0.018055,0.005356,110.460000,697361641.076355
NUVL,-0.001424,0.000391,101.950000,8044091518.327995
NUWE,-0.047749,0.005588,1.510000,1164437.815566
NVA,-0.002197,0.003095,7.690000,263967760.417751
NVAX,0.010117,0.003316,10.140000,1718974250.827565
NVCR,0.010516,0.009430,13.670000,1469085634.996353
NVCT,0.003443,0.000450,8.860000,240544652.138844
NVDA,-0.002155,0.000901,177.190000,4439308101654.052734
NVEC,0.001294,0.000360,68.840000,327452018.588814
NVMI,-0.001335,0.001193,438.860000,13763933776.724854
NVNI,-0.014024,0.005525,1.220000,13243177.726237
NVNO,-0.003193,0.005818,10.000000,7755818.929981
NVTS,0.005196,0.006323,9.000000,1934043397.112136
NVVE,-0.023383,0.010989,1.050000,1288909.125000
NVX,0.001186,0.001385,0.950000,194024021.478644
NWBI,-0.002455,0.000240,12.450000,1798589098.149342
NWE,0.001918,0.000126,69.960000,4258043122.811050
NWFL,-0.004154,0.000441,29.060000,269057196.190651
NWGL,-0.003388,0.001515,1.300000,20525925.997863
NWL,0.003734,0.000540,4.550000,1789983992.004395
NWPX,0.007247,0.001084,77.600000,717264344.774734
NWS,-0.007470,0.000857,26.780000,15312296519.737816
NWSA,-0.004952,0.000900,24.290000,14066255640.977554
NWTG,0.003565,0.001657,1.640000,7461367.159277
NXGL,-0.008350,0.001948,1.150000,9201741.381171
NXL,-0.007181,0.007800,0.470000,8490362.384659
NXPI,-0.000672,0.000669,227.010000,51865206436.250000
NXPL,-0.008979,0.001932,0.560000,11240121.106907
NXST,0.010985,0.000753,251.020000,7481916767.346298
NXT,-0.004498,0.001628,105.100000,16261093954.056168
NXTC,0.009220,0.001631,12.720000,43855319.512373
NXTT,-0.005401,0.007161,3.690000,15233574.161236
NXXT,-0.011548,0.004829,0.659000,75814007.841910
NYAX,-0.004708,0.000650,51.150000,2103418598.253662
NYXH,-0.007050,0.002325,4.080000,155681787.805415
OABI,-0.001888,0.000687,1.720000,280713036.864328
OACC,0.000060,0.000018,10.700000,263035623.611209
OAKU,0.000627,0.000072,12.240000,37743336.734219
OBA,0.000056,0.000002,10.110000,319728739.142418
OBIO,0.005408,0.001335,4.380000,263690298.077917
OBT,0.002483,0.000336,33.028900,420183464.761391
OCC,0.009556,0.006274,5.570000,54198414.024332
OCCI,-0.019647,0.001567,2.980000,78752558.216350
OCFC,-0.002687,0.000328,18.060000,1028644131.099426
OCG,-0.049863,0.005041,0.650000,3750710.398575
OCGN,0.014230,0.001580,1.820000,543351376.654513
OCS,0.001040,0.000667,29.410000,1589933294.383862
OCSL,-0.004074,0.000340,11.340000,1005936690.800392
OCUL,0.001324,0.005140,8.940000,2163856191.912894
ODD,-0.045369,0.015061,11.770000,803569820.123285
ODFL,0.005404,0.001210,202.766800,41238394394.827118
ODYS,-0.011271,0.001112,4.950000,95690361.390044
OESX,-0.015370,0.001717,11.120000,41339201.826978
OFAL,0.013257,0.004941,0.488000,6204339.017143
OFIX,0.000581,0.000523,13.530000,500199188.151387
OFLX,0.000805,0.000390,35.930000,296470245.611492
OFS,-0.003630,0.000948,4.200000,51716583.534486
OGI,-0.001918,0.002275,1.430000,194980013.827809
OKTA,-0.009995,0.001639,72.500000,14127020753.650887
OKUR,0.002354,0.001899,2.710000,46063881.292057
OKYO,-0.009168,0.003804,1.710000,87843040.539618
OLB,0.094731,0.395345,0.655100,9481686.453663
OLED,-0.004821,0.001709,106.690000,4689091592.401321
OLLI,-0.001372,0.000294,107.100000,6518423232.851166
OLMA,-0.002805,0.000886,24.200000,1282558768.000000
OLOX,-0.013495,0.006846,0.900000,10076272.030523
OLPX,0.001518,0.000991,1.610000,854415219.302331
OM,-0.017554,0.003816,3.490000,58963436.243900
OMAB,0.002354,0.000506,122.160000,5348446669.711945
OMCL,-0.008067,0.002617,41.100000,1809712697.135651
OMDA,-0.009312,0.002516,12.280000,833296816.211150
OMER,0.001947,0.000842,12.050000,800466179.405362
OMEX,-0.012113,0.003571,1.470000,85837274.013745
OMH,0.006080,0.002962,1.240000,28996905.017639
OMSE,-0.000172,0.000154,4.520000,180406992.000000
ON,0.004644,0.000716,66.480000,23832873217.795780
ONB,-0.003952,0.000476,22.957700,8749407231.491089
ONC,-0.004330,0.000745,316.990000,33450790535.033478
ONCH,-0.000054,0.000002,10.210000,219294176.633995
ONCO,-0.027355,0.024338,0.669000,819493.447571
ONCY,0.011645,0.007244,1.130000,114062752.402714
ONDS,0.000109,0.006458,10.080000,4374894855.907544
ONEG,-0.059750,0.010555,1.470000,29760000.228882
ONEW,-0.008717,0.001557,11.385000,159489068.737526
ONFO,-0.014556,0.003012,0.490000,3048285.618849
ONMD,0.021976,0.016356,1.020000,35390460.246383
OPAL,-0.005650,0.002360,2.090000,367597833.836493
OPBK,-0.004406,0.000277,13.360000,194606283.256073
OPCH,-0.003249,0.000643,32.460000,4709599428.800344
OPEN,0.007760,0.002603,5.420000,4868293370.365568
OPK,-0.003426,0.000323,1.200000,928918579.295480
OPRA,0.009157,0.004550,16.040000,1350996191.631584
OPRT,-0.003990,0.001730,5.180000,225940577.349834
OPRX,-0.018599,0.003073,7.580000,127502062.524338
OPTX,0.001660,0.008895,6.420000,263610408.710618
OPXS,-0.007365,0.004165,12.950000,92197487.555361
ORBS,-0.010927,0.002788,1.050000,203766558.819992
ORGN,-0.008668,0.003832,0.153000,22708164.603080
ORGO,-0.014215,0.001997,3.210000,355048250.733187
ORIC,0.011488,0.002354,13.450000,1304885957.572575
ORIO,-0.000947,0.000994,1.160000,26662845.577902
ORIQ,0.000110,0.000002,10.220000,88147512.523124
ORIQU,0.000326,0.000002,10.280000,145770396.213531
ORIS,-0.012902,0.003542,1.020000,32880924.273282
ORKA,0.000580,0.000860,34.410000,1628970730.666626
ORKT,-0.003125,0.010965,1.240000,6014942.332923
ORLY,-0.002197,0.000403,93.880000,79860688659.320251
ORMP,0.001076,0.001583,3.420000,129905242.459978
ORRF,-0.001668,0.000428,35.940000,683142433.089691
OS,0.000055,0.000017,23.590000,5826394797.060604
OSBC,-0.001529,0.000354,19.630000,1033793657.939884
OSIS,0.006969,0.000491,285.200000,4790476990.014832
OSPN,-0.003742,0.001069,11.040000,412974553.584423
OSRH,-0.015222,0.003287,0.412000,12880037.330726
OSS,-0.004495,0.008149,8.255000,218187860.548082
OSUR,0.004740,0.001125,3.150000,234038361.887443
OSW,0.003884,0.000589,21.530000,2078809006.753204
OTEX,0.000760,0.001526,24.506100,6515696252.845642
OTGA,-0.000138,0.000001,10.050000,346976256.585121
OTLK,-0.000131,0.004923,0.421000,37180874.830221
OTLY,0.000200,0.003476,11.910000,338791261.911392
OTTR,-0.001511,0.000115,85.100000,3688973466.053200
OUST,-0.002498,0.003009,18.950000,1233107204.669651
OVBC,0.001529,0.000103,42.630000,199322501.089577
OVID,0.005155,0.001936,1.630000,152394445.030473
OVLY,-0.000470,0.000137,32.000000,272701050.630650
OWLS,0.001272,0.001177,6.100000,543522685.078351
OXBR,0.001287,0.001668,1.070000,7008299.290833
OXLC,-0.014398,0.000740,8.390000,819599784.211449
OXSQ,-0.000217,0.000654,1.770000,146188237.204559
OYSE,-0.000173,0.000003,10.168000,346942772.205288
OZK,-0.001999,0.000411,46.560000,5007652378.216743
PAA,0.004825,0.000157,20.910000,15281816146.124409
PACB,-0.009924,0.002796,1.680000,419777621.559880
PACH,0.000088,0.000001,10.130000,321942509.651184
PAGP,0.005180,0.000124,22.540000,5496480179.253044
PAHC,0.016089,0.003066,54.464700,1977283396.999146
PAL,-0.015254,0.004968,7.570000,186493147.990933
PALI,0.006278,0.002185,1.770000,259613586.822913
PAMT,-0.008470,0.002593,10.040000,201936094.667356
PANL,0.004157,0.001024,9.350000,537593331.707312
PANW,-0.008542,0.001071,148.920000,134721604980.468750
PARK,0.006158,0.002536,18.860000,79050001.621246
PASG,-0.013956,0.003048,9.120000,27940860.778742
PASW,-0.017093,0.007735,0.149000,18794595.783949
PATK,-0.000839,0.000570,123.790000,3867015201.904823
PAVM,0.004860,0.001454,10.080000,9774833.533702
PAVS,-0.009825,0.002770,1.290000,4290847.685275
PAX,-0.006349,0.000519,13.120000,1883323666.035667
PAYO,-0.017286,0.003341,4.320000,1678833850.147119
PAYS,-0.008034,0.001561,3.550000,202557831.514509
PAYX,-0.004692,0.000620,93.650000,35286501430.481720
PBFS,-0.000320,0.000318,14.110000,353040443.222966
PBHC,-0.001658,0.001274,13.130000,84124760.759636
PBM,-0.018844,0.006815,2.540000,2925227.345300
PBYI,-0.007540,0.004329,5.700000,316451738.465688
PCAP,-0.000271,0.000003,10.160000,386127411.575317
PCAR,0.000930,0.000273,126.090000,63459681473.868515
PCB,-0.000807,0.000267,22.360000,309315761.876064
PCLA,-0.019282,0.002351,4.277000,10592202.551931
PCRX,0.001978,0.000422,21.910000,956793146.153212
PCSA,-0.008533,0.004173,2.170000,6344150.291960
PCSC,-0.004751,0.000529,12.700000,130043125.000000
PCT,-0.019569,0.004350,6.310000,1059566259.822063
PCTY,-0.012604,0.001522,106.490000,6414310497.640503
PCVX,0.004403,0.000735,61.740000,8613635476.846565
PCYO,-0.004770,0.000602,10.570000,247410524.377804
PDC,0.007982,0.004826,5.000000,14673246.335445
PDD,0.000296,0.000308,103.730000,145712511993.196564
PDEX,0.005985,0.000772,44.310000,146464029.477425
PDFS,0.005156,0.001678,33.780000,1298442547.515804
PDLB,-0.002261,0.000166,16.250000,373369540.627697
PDSB,-0.010498,0.001388,0.675000,37489569.149307
PDYN,0.005052,0.007249,7.030000,349627695.534881
PEBK,0.001950,0.000275,38.000800,199677247.570450
PEBO,-0.000420,0.000268,32.270000,1144324913.182175
PECO,0.004670,0.000090,39.280000,5347987014.541626
PEGA,0.001614,0.002914,43.730000,7839495113.691227
PELI,-0.000854,0.000011,10.270000,123347146.795988
PENG,0.003231,0.001149,20.780000,969734955.200218
PENN,0.013855,0.003901,15.640000,2146269282.651811
PEP,0.005132,0.000308,168.237000,220866448399.073639
PEPG,0.014180,0.006305,6.220000,382927619.481415
PERI,-0.000848,0.000648,8.550000,361184669.540402
PESI,-0.007482,0.001020,13.640000,243507248.236073
PETS,-0.005787,0.001106,2.740000,55427280.213181
PETZ,-0.003027,0.002244,1.105000,11562061.329225
PFAI,0.000285,0.001126,2.250000,24569998.884201
PFBC,0.000218,0.000219,87.720000,1079349315.783508
PFG,-0.000145,0.000407,95.420000,19906459338.930481
PFIS,0.000486,0.000300,53.600000,524116548.074512
PFSA,-0.089354,0.015148,1.040000,1214056.951032
PFX,0.006113,0.000966,47.000000,81129352.950897
PGAC,0.000108,0.000003,10.430000,115216472.897053
PGC,0.001080,0.000413,33.490000,594865702.473988
PGEN,-0.012392,0.002082,3.790000,1241923988.115667
PGNY,-0.015833,0.002718,17.690000,1494715734.000000
PGY,-0.027758,0.006413,11.190000,930984979.066277
PHAR,-0.001941,0.000660,16.300000,1114004479.814072
PHAT,-0.004188,0.002278,12.560000,875453663.266609
PHIO,0.015640,0.017347,1.140000,13358319.351140
PHOE,0.005674,0.017605,16.830000,344519995.880127
PHUN,0.003718,0.001797,1.780000,34924076.095043
PHVS,0.002237,0.000682,28.390000,1722075140.408039
PI,-0.007631,0.005212,122.660000,2987192819.852173
PIII,0.023491,0.011300,2.120000,586073686.572657
PKBK,-0.000721,0.000149,27.860000,322421468.162739
PKOH,0.005052,0.000625,25.740000,360681356.467445
PLAB,0.003343,0.002880,37.430000,2020601348.744705
PLAY,-0.016147,0.001981,14.720000,477200454.337683
PLBC,-0.001722,0.000167,50.300000,346836561.061859
PLBL,-0.006757,0.002847,8.200000,2982394131.589155
PLBY,0.018573,0.012454,1.910000,188575401.000000
PLCE,-0.001099,0.001166,4.000000,84681338.320134
PLMK,-0.000157,0.000002,10.510000,255035056.097507
PLMR,0.000029,0.000548,123.710000,3277767518.289490
PLPC,-0.000861,0.001106,253.650000,1198069253.621246
PLRX,0.005635,0.001528,1.300000,81113191.423149
PLRZ,-0.008812,0.003569,12.490000,13520966.983158
PLSE,0.025320,0.020130,18.730000,1238413465.761667
PLSM,-0.017263,0.001264,4.430000,26076405.928383
PLTK,-0.007277,0.002122,3.090000,1107656202.460911
PLTR,-0.003111,0.002069,137.190000,374129813954.573914
PLUG,-0.007167,0.002432,1.790000,3033764924.821675
PLUR,0.005618,0.002059,3.600000,33871002.759784
PLUS,-0.003874,0.000372,80.660000,2056151375.536446
PLUT,0.001231,0.000391,3.210000,49273500.585556
PLXS,-0.002823,0.000398,194.130000,5131751205.327484
PMAX,-0.016707,0.002129,2.160000,7524202.227574
PMCB,-0.008230,0.002601,0.690100,7094925.463357
PMEC,-0.014850,0.002646,0.709000,26327846.890622
PMN,0.031559,0.005353,23.510000,51163594.865311
PMTR,0.000217,0.000006,10.400000,318427412.648201
PMTS,-0.004421,0.000858,12.265000,176336022.020399
PMVP,0.029417,0.006659,1.700000,86734757.786268
PN,-0.007859,0.003141,0.490000,14971499.562263
PNBK,-0.012640,0.002008,1.250000,154087967.958239
PNRG,0.007953,0.001829,198.900000,334897938.446045
PNTG,0.010530,0.001297,33.710000,1193797736.317451
POCI,-0.009882,0.001688,4.280000,33505795.038013
PODC,0.000182,0.003052,2.600000,61110258.750000
PODD,-0.001913,0.000624,246.610000,16921754285.969727
POET,0.002969,0.003191,6.000000,1021637823.008204
POLA,0.005055,0.003673,1.560000,4177149.446783
POLE,-0.000052,0.000001,10.590000,313396196.622849
POM,0.001381,0.003365,0.242000,52016505.977076
PONY,0.004424,0.000966,14.340000,5613246241.596631
POOL,-0.005270,0.001622,227.180000,8005459235.599731
POWI,0.002213,0.000678,47.920000,2617013684.692383
POWL,0.010789,0.002470,523.600000,6315080291.556702
POWW,0.012693,0.000904,2.130000,243960532.811581
PPBT,-0.016309,0.002206,4.420000,4715307.520380
PPC,-0.000475,0.000432,43.160000,9437760000.299408
PPCB,-0.006765,0.005958,0.193000,2727796.252638
PPHC,-0.003377,0.000135,11.560000,353833662.250844
PPIH,0.005131,0.000883,32.370000,238774357.000000
PPSI,-0.006907,0.002196,3.690000,37945810.566502
PPTA,0.018017,0.002894,36.860000,4084845170.974731
PRAA,0.013486,0.005103,15.750000,714372740.493505
PRAX,0.004991,0.000469,336.750000,8606186177.310791
PRCH,0.004322,0.004249,8.210000,823721618.695736
PRCT,-0.012832,0.001924,22.690000,1424416363.866692
PRDO,0.001416,0.000464,33.200000,2226844085.036182
PRE,-0.005886,0.003667,16.910000,344814690.768276
PRFX,-0.004804,0.004423,2.970000,2051638.070385
PRGS,0.002351,0.002385,41.880000,1666959145.578239
PRHI,0.000986,0.002235,0.719000,18356016.387399
PRLD,0.020776,0.007833,2.760000,194253678.904231
PRME,0.012508,0.003469,4.620000,741898828.480773
PROF,-0.000282,0.001669,7.610000,189812244.252234
PROK,0.006080,0.001826,2.240000,718994199.758782
PROP,-0.000078,0.001836,1.770000,113925023.109080
PROV,0.000033,0.000079,16.000000,102191574.977379
PRPL,0.002572,0.001484,0.695000,76995293.271147
PRPO,-0.000432,0.002295,24.080000,44938978.881662
PRQR,0.001852,0.000920,1.590000,199102411.373025
PRSO,-0.002349,0.000425,0.850000,16955831.493967
PRTA,-0.001234,0.000599,8.670000,528101585.819219
PRTC,-0.005801,0.000426,16.770000,396361816.380486
PRTH,-0.002890,0.000664,5.550000,440469045.209457
PRTS,0.020449,0.001702,0.710000,53421119.415176
PRVA,0.001362,0.001222,23.750000,2881937039.333324
PRZO,0.005445,0.003423,1.210000,24138773.517098
PSEC,0.000613,0.001188,2.720000,1288247826.841051
PSHG,0.007606,0.002007,2.310000,29215570.114377
PSIG,-0.000956,0.002630,6.190000,53463236.955274
PSIX,0.010952,0.005935,83.500000,1205962279.715767
PSKY,0.012174,0.003686,13.510000,12344438983.252678
PSMT,0.004523,0.000217,154.620000,4586706909.547119
PSNL,-0.000032,0.003617,9.060000,724643466.129532
PSNY,0.031217,0.011050,23.280000,1483340057.422180
PSNYW,0.006180,0.004723,3.000000,28515503870.397884
PSTV,0.013711,0.002693,0.300000,52655185.951298
PTC,0.000188,0.000639,156.590000,19446345058.831604
PTCT,-0.005083,0.000218,68.190000,5661791658.304214
PTEN,0.006780,0.000855,8.410000,3518662277.755737
PTGX,0.006005,0.000546,92.080000,6167750722.234497
PTLE,0.001077,0.002197,8.645000,56341414.857233
PTLO,-0.002606,0.001091,5.340000,361048922.994518
PTON,-0.017361,0.004391,4.020000,1642387842.764418
PTRN,-0.013535,0.003732,10.530000,2005004939.200997
PUBM,0.007706,0.002505,8.100000,417167740.241867
PULM,0.009027,0.002169,2.990000,7487186.125845
PURR,-0.013695,0.002582,4.080000,663226155.977537
PVLA,0.033764,0.010254,135.020000,1912372262.507263
PWP,-0.008925,0.001533,18.510000,1487054037.607882
PXLW,0.001372,0.000475,6.350000,37635405.200040
PXS,0.014235,0.002070,4.160000,42782332.479992
PYPD,-0.007231,0.000637,4.250000,79767923.204145
PYPL,-0.005189,0.003242,46.070500,43189694007.710846
PYXS,-0.001237,0.002091,1.470000,93396322.500000
PZZA,-0.003005,0.001198,31.350000,1073239667.880859
QCLS,-0.002312,0.002766,3.730000,31963457.378130
QCOM,-0.003526,0.000681,141.451800,147507709689.102997
QCRH,-0.003499,0.000273,86.500000,1403501785.206253
QDEL,-0.009395,0.002770,22.740000,1352103934.173813
QETA,-0.000864,0.000166,11.690000,44185960.567035
QFIN,-0.003269,0.000659,14.560000,2017726508.745117
QH,-0.052828,0.047636,0.131000,513602.234743
QIPT,0.000929,0.000006,3.630000,161852502.744561
QLYS,-0.019711,0.002199,92.470000,3455306580.766174
QMCO,-0.005264,0.004531,5.480000,78752597.695189
QNCX,0.096679,0.573009,0.126000,5930078.671724
QNRX,0.003802,0.002709,8.370000,13624397.893219
QNST,-0.005742,0.002934,11.720000,681647512.614146
QNTM,-0.009114,0.001507,3.550000,12912402.316856
QQQX,-0.000661,0.000108,27.890000,1348107508.431503
QRHC,-0.011477,0.001257,1.760000,32348644.704836
QRVO,0.002243,0.000290,82.900000,7234751274.034584
QS,-0.011157,0.002828,6.920000,4165557098.040727
QSEA,0.000217,0.000002,10.310000,117864266.129494
QSI,-0.006224,0.003333,0.956000,199521877.042172
QTI,0.002733,0.002414,6.000000,71796355.872524
QTRX,0.001138,0.001544,6.550000,238225060.245311
QTTB,0.009440,0.003972,4.560000,65576038.473761
QUBT,-0.003334,0.005418,8.410000,1710060835.168877
QUIK,0.006854,0.002022,8.230000,146463462.994469
QUMS,-0.000110,0.000001,10.060000,114979041.209742
QURE,-0.020165,0.009151,15.630000,1120627003.112570
QVCGA,-0.043888,0.033946,3.020000,25934770.918242
RAAQ,0.001442,0.000028,10.640000,242419999.122620
RADX,-0.001527,0.000472,4.990000,38942835.551078
RAIL,0.009039,0.001781,13.830000,242535589.997223
RAIN,0.008146,0.004054,2.570000,23010623.071431
RAND,0.002755,0.000588,11.700000,36083238.967106
RANG,-0.000264,0.000002,10.460000,168233371.329308
RANI,0.008211,0.001767,1.370000,169250836.335181
RAPP,0.002909,0.000855,29.030000,1455571198.155075
RAPT,0.000289,0.000001,57.980000,1679858473.833237
RARE,-0.002355,0.001629,23.390000,2184799565.658142
RAVE,-0.007071,0.000621,2.950000,37518538.370853
RAY,0.001109,0.001309,4.137000,13093599.483796
RAYA,-0.025034,0.003001,0.820000,907696.081429
RBB,0.000488,0.000153,21.500000,359569927.458624
RBBN,-0.008759,0.005396,2.230000,386753112.205110
RBCAA,-0.003351,0.000195,69.000000,1336995184.219360
RBKB,0.017992,0.003689,16.000000,175655950.871044
RBNE,0.006616,0.004499,4.050000,6369045.636485
RCAT,-0.006384,0.004812,11.650000,1682536236.080533
RCEL,0.010861,0.002891,5.030000,151933699.408510
RCKT,0.021460,0.002138,5.010000,554788340.335545
RCKY,0.020508,0.008176,45.045000,326848797.724033
RCMT,-0.005434,0.000615,18.910000,145246018.426886
RCON,-0.003656,0.001715,1.190000,36446638.692515
RCT,0.001629,0.006998,1.030000,40246241.739890
RDAC,-0.023652,0.004186,4.898000,37271892.176569
RDAG,-0.000324,0.000002,10.230000,382499992.847443
RDAGU,-0.000371,0.000002,10.430000,41065199.546814
RDCM,-0.004954,0.001157,11.390000,179151206.211662
RDGT,0.004935,0.005050,1.580000,28123311.017299
RDHL,-0.008931,0.001012,0.970000,4724816.935368
RDI,-0.001840,0.000581,1.030000,37069658.800293
RDIB,0.005603,0.007576,12.300000,255341997.200432
RDNT,-0.000244,0.001267,69.810000,4823983931.203110
RDNW,0.013223,0.001507,6.480000,255052256.139200
RDVT,-0.001325,0.001339,43.310000,624665136.714497
RDWR,-0.002610,0.001318,23.150000,1079343912.268894
RDZN,-0.013651,0.003575,1.360000,98822634.040037
REAL,-0.009017,0.002207,12.260000,1293343076.733499
REAX,-0.012884,0.001811,2.650000,533735995.960236
REBN,0.001730,0.001707,1.790000,14341770.650702
RECT,-0.003310,0.000666,1.480000,20880000.829697
