Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap
ESLA,0.009079,0.006493,1.220000,47078335.560435
ESLT,0.005671,0.000498,769.040000,41936483270.883667
ESOA,0.031557,0.007402,15.620000,265159154.901824
ESPR,-0.001996,0.000919,3.350000,726752839.360454
ESQ,-0.004535,0.000729,100.980000,845156981.286118
ESTA,0.005945,0.000859,78.700000,2024897553.175903
ETHM,0.000215,0.000000,10.390000,230407993.152721
ETHZ,-0.002770,0.004058,3.530000,54755230.335777
ETON,0.006725,0.000877,16.990000,447852871.660156
ETOR,0.005989,0.004103,30.670000,2643371966.233892
ETS,-0.004414,0.000865,0.462000,7520830.754322
EU,-0.002931,0.001749,2.700000,367073558.184258
EUDA,-0.006549,0.009364,0.975000,18525670.950560
EURK,-0.000334,0.000032,11.100000,54289507.500000
EVAX,0.002525,0.003209,3.160000,25687861.563692
EVCM,-0.001878,0.001513,11.480000,2171719401.917171
EVER,-0.018019,0.002901,15.800000,585122043.673460
EVGN,-0.007308,0.001781,0.880000,7034229.481685
EVGO,-0.004668,0.001565,2.740000,686801500.464304
EVLV,-0.006485,0.001188,5.300000,908011429.494338
EVO,0.000276,0.001311,3.400000,1084621656.138655
EVOX,-0.000332,0.000000,9.990000,319040008.544922
EVRG,0.005458,0.000170,83.660000,19143307611.692734
EVTV,-0.013312,0.002976,1.600000,6085188.853942
EWBC,-0.002306,0.000540,109.450000,14725626225.000000
EWCZ,0.022710,0.010450,5.720000,314440986.750000
EWTX,0.003323,0.000888,30.440000,3074373115.491817
EXAS,0.000477,0.000003,103.380000,19797016188.046623
EXC,0.006806,0.000349,49.050000,50264941002.575912
EXE,0.000859,0.000736,107.333900,25931760966.473541
EXEL,0.001707,0.000229,44.060000,11359911805.715321
EXFY,-0.020749,0.004728,0.950000,88433912.313879
EXLS,-0.011896,0.002734,31.250000,5114929483.132500
EXOZ,-0.009858,0.000897,8.850000,61825907.361556
EXPE,-0.012391,0.002715,215.223100,29597072401.737137
EXPI,-0.013127,0.000859,6.970000,1024277887.942492
EXPO,0.000150,0.001783,72.476400,3630021445.094490
EXTR,-0.002956,0.000350,13.980000,1883801610.346165
EYE,0.000069,0.000586,26.970000,2123910017.697552
EYPT,0.016945,0.002979,17.560000,1297275743.716164
EZGO,-0.004436,0.000630,1.570000,30700575.747517
EZPW,0.011841,0.000965,26.530000,1646698941.509872
EZRA,0.029731,0.033062,0.267000,2406507.373209
FA,-0.007206,0.005464,11.510000,2027331350.659240
FACT,0.000000,0.000001,10.480000,255618539.656740
FAMI,0.000513,0.001114,1.330000,18650532.479380
FANG,0.005371,0.000424,173.045600,52028353949.700653
FARM,-0.003948,0.000679,1.500000,26941674.887206
FAST,0.001722,0.000434,46.040000,53741773532.294876
FAT,0.003917,0.012340,0.202500,3524743.725770
FATBB,0.059981,0.021678,1.900000,31035032.592165
FATE,0.011788,0.003060,1.480000,154630405.459486
FATN,-0.004959,0.017194,1.460000,23671596.263970
FBGL,0.029561,0.003996,1.380000,6479999.855161
FBIO,0.005623,0.002306,3.420000,104597847.507990
FBIZ,-0.003646,0.000267,54.650000,440584705.327129
FBLA,0.000202,0.000160,13.170000,192447814.308289
FBLG,0.010170,0.004277,0.329000,27051408.376141
FBNC,-0.001577,0.000498,56.790000,2290788995.583218
FBRX,-0.006358,0.001991,30.220000,350503635.565624
FBYD,0.008827,0.009578,6.480000,303046717.500174
FCAP,-0.006481,0.001691,50.800000,167219131.471951
FCBC,0.002485,0.000393,39.130000,728441079.117001
FCCO,-0.002222,0.000216,28.820000,265376895.235449
FCEL,0.007976,0.004933,8.140000,390749102.219307
FCFS,0.006655,0.000143,192.790000,8659562064.020828
FCHL,-0.005939,0.001223,0.216000,3685600.072145
FCNCA,-0.005209,0.000548,1898.150000,23400111508.821533
FCUV,-0.017932,0.014003,4.990000,4301244.771715
FDBC,-0.002635,0.000212,43.850000,248734832.193985
FDMT,0.003747,0.001530,9.660000,498789178.595638
FDSB,-0.000933,0.000056,14.920000,81350104.971886
FDUS,-0.004660,0.000160,17.710000,678244516.532570
FEAM,-0.002241,0.003807,2.000000,75136505.854671
FEBO,0.000044,0.001200,1.060000,11173124.894500
FEED,-0.003979,0.009899,2.080000,2100210.502922
FEIM,-0.001777,0.003469,50.210000,523690786.747555
FELE,-0.000548,0.001565,99.620000,4241394246.240471
FEMY,0.006326,0.001621,0.570000,31071867.466506
FENC,0.004760,0.000541,8.490000,259225039.851410
FER,0.004879,0.000243,74.380000,47478130309.096046
FERA,-0.000108,0.000001,10.280000,321577665.324085
FFAI,-0.038668,0.006970,0.490000,89403428.622122
FFBC,-0.001932,0.000419,27.820000,2836374929.932142
FFIC,-0.002343,0.000392,15.430000,514783387.388729
FFIN,-0.002288,0.000629,30.930000,4334097529.302425
FFIV,-0.001545,0.000701,271.360000,16209907832.185760
FGBI,-0.002466,0.000632,8.810000,130295822.250000
FGI,-0.010714,0.000592,5.470000,6537607.281364
FGL,0.008527,0.055281,10.510000,3130905.234624
FGMC,0.000056,0.000001,10.085000,103987583.927536
FGNX,-0.030325,0.004362,6.710000,45034525.529812
FHB,-0.002753,0.000431,24.760000,3019995075.381889
FHTX,-0.001050,0.001257,5.680000,321027185.557355
FIBK,-0.002515,0.000480,34.610000,3440044680.328285
FIEE,0.006715,0.004797,5.590000,40671914.760172
FIGR,-0.035520,0.008048,25.280000,7044023645.560303
FIGX,-0.000108,0.000004,10.130000,196763720.954985
FINW,-0.006106,0.000352,16.840000,220407202.205063
FIP,0.001229,0.002501,5.805000,639619535.500000
FISI,-0.004193,0.000355,31.380000,618611700.094967
FISV,0.000046,0.001308,62.290000,32964942646.648109
FITB,-0.002466,0.000516,49.470000,42367457240.740013
FIVE,0.006974,0.000336,223.530000,12124630828.682556
FIVN,-0.000273,0.003025,17.440000,1411017649.688934
FIZZ,0.002913,0.000116,36.350000,3318321566.295876
FKWL,-0.001966,0.000216,3.950000,44780263.438082
FLD,-0.013896,0.001885,1.490000,66664545.729651
FLEX,-0.000737,0.001451,63.020000,22679241493.346313
FLGT,-0.023853,0.008505,15.330000,464711807.734062
FLL,-0.001951,0.000966,2.250000,95360758.509296
FLNC,-0.032923,0.007679,15.540000,2887783751.017131
FLNT,-0.007656,0.001825,3.300000,104910968.049481
FLUX,0.013154,0.012901,1.480000,31369999.060546
FLWS,-0.008716,0.001576,3.480000,215901755.518250
FLX,-0.005538,0.011850,2.570000,170711790.783477
FLXS,0.013526,0.004091,51.470000,247710980.555660
FLY,-0.007504,0.004055,19.270000,3304460802.250000
FLYE,-0.048648,0.005907,2.040000,3509630.055676
FLYW,-0.000182,0.002174,12.310000,1656041262.726501
FMAO,-0.003373,0.000893,25.860000,344436111.759624
FMBH,-0.002914,0.000283,41.010000,958531314.605415
FMFC,0.022427,0.007074,0.479000,8289900.165796
FMNB,0.000431,0.000236,12.930000,471794385.465515
FMST,0.006564,0.006435,2.270000,30931603.930264
FNGR,-0.006586,0.002859,1.230000,75376010.008848
FNKO,0.012343,0.004351,5.000000,246890919.979677
FNLC,-0.000443,0.000329,27.650000,308727208.698595
FNWB,-0.008211,0.000287,9.270000,82266734.973689
FNWD,0.000686,0.000374,37.360000,162046153.301239
FOFO,-0.028010,0.004242,3.210000,28652429.135997
FOLD,0.000311,0.000002,14.370000,4512190195.505470
FONR,-0.000055,0.000009,18.600000,116562173.000000
FORA,-0.000780,0.000032,2.080000,64785646.605312
FORM,0.019697,0.002970,98.880000,6937814072.216011
FORR,-0.015514,0.002890,5.980000,120222903.639793
FORTY,-0.018122,0.002948,115.830000,1965647862.608414
FOSL,0.016421,0.002032,4.680000,224985850.227752
FOX,-0.012469,0.000780,51.453500,25228786696.537537
FOXA,-0.013445,0.000788,56.065000,25208970868.266808
FOXF,-0.004348,0.001105,16.840000,684303375.051870
FOXX,0.005905,0.004478,5.350000,29772066.000000
FRAF,0.000436,0.000350,51.480000,218949431.475082
FRBA,-0.002479,0.000169,15.920000,387044121.464462
FRD,-0.005015,0.000743,18.610000,128446021.181684
FRGT,-0.003417,0.004809,1.120000,1673744.372048
FRHC,-0.000785,0.000822,120.170000,8089388540.261307
FRME,-0.002360,0.000317,38.715100,2340460140.084412
FRMI,0.013854,0.006962,9.970000,4899922528.151605
FROG,-0.014561,0.006291,40.150000,5045948346.087852
FRPH,0.000099,0.000112,23.940000,437554286.912811
FRPT,0.010766,0.000634,84.450000,4063406060.736374
FRSH,-0.015253,0.003648,7.820000,2383894341.650076
FRST,-0.003122,0.000204,13.210000,319064376.084108
FRSX,-0.007775,0.002650,2.650000,4205499.106098
FSBC,-0.001610,0.000188,38.930000,803102061.686516
FSBW,-0.003885,0.000177,39.510000,296603371.086132
FSEA,-0.000187,0.000145,13.010000,60474315.565520
FSHP,-0.000302,0.000011,10.830000,96606696.619034
FSLR,-0.007675,0.001949,197.200000,20966422531.699463
FSLY,0.051789,0.030957,19.120000,3313793988.418579
FSTR,-0.000494,0.000321,30.730000,305531228.911461
FSUN,-0.005614,0.000568,36.470000,1006175170.023239
FSV,0.001749,0.000735,157.570000,6900499684.012085
FTAI,0.006574,0.001129,305.800000,28345100648.585419
FTCI,-0.019294,0.001714,7.240000,67381238.989588
FTDR,0.009805,0.001900,68.570000,4835015077.196861
FTEK,0.001465,0.002306,1.420000,38221559.332698
FTEL,-0.021673,0.003340,1.630000,1921276.540333
FTFT,-0.014348,0.006374,1.490000,7067657.679639
FTHM,-0.002817,0.002257,0.998000,27671596.990358
FTLF,-0.004069,0.000559,15.130000,138518326.750000
FTNT,-0.001134,0.000909,79.030000,62325145613.072876
FTRE,-0.022673,0.004376,10.720000,919104992.866516
FTRK,-0.021076,0.005835,0.470000,13198743.227869
FUFU,-0.006301,0.003244,2.370000,441178116.176990
FULC,-0.011517,0.004002,8.380000,528805663.270895
FULT,-0.001310,0.000503,20.450000,3592505582.635818
FUNC,-0.005936,0.000228,35.470000,235541021.149155
FUND,0.003422,0.000103,10.030000,291177222.974469
FUSB,-0.002266,0.000170,15.280000,85349943.499947
FUSE,-0.035046,0.003734,1.370000,40224189.326035
FUTU,-0.004202,0.000838,148.840000,19945731314.980484
FVCB,-0.000159,0.000197,15.440000,270760720.426006
FVN,0.000419,0.000004,10.690000,80796240.287781
FWDI,-0.014826,0.004217,4.240000,417357964.154249
FWONA,0.003882,0.000430,84.370000,19429328375.451164
FWONK,0.004045,0.000461,91.590000,21145080215.706985
FWRD,-0.006727,0.001672,25.290000,688398616.476460
FWRG,-0.012498,0.003262,12.460000,774008881.051060
FXNC,-0.000473,0.000281,26.550000,236826362.734251
GABC,-0.001949,0.000214,41.340000,1501361375.809105
GAIA,-0.001384,0.001171,3.390000,82395874.354634
GAIN,-0.000269,0.000115,13.690000,536800096.930950
GALT,0.000386,0.001592,2.980000,216005347.350783
GAMB,-0.002828,0.000805,4.360000,151421632.066023
GAME,-0.004756,0.005360,0.326000,28244898.900522
GANX,0.024450,0.007078,2.610000,112693911.617621
GASS,0.005969,0.000427,8.950000,366411125.021655
GAUZ,-0.034788,0.002711,0.500000,9352825.604310
GBDC,-0.004531,0.000343,11.990000,3219280545.363701
GBFH,-0.004617,0.000552,30.210000,421220099.931896
GBLI,-0.001305,0.000315,27.890000,419691841.271690
GCBC,-0.003996,0.000290,22.070000,381571235.291912
GCL,-0.017349,0.005678,0.611000,87138902.286482
GCMG,0.001791,0.002136,11.460000,597132004.611359
GCT,0.008358,0.007779,44.340000,1633831892.704411
GCTK,-0.011402,0.003263,1.550000,1450174.101431
GDC,-0.001465,0.007279,3.720000,218668600.559769
GDEN,0.004166,0.000062,28.900000,745887761.140520
GDEV,0.001066,0.000998,15.040000,254909073.007689
GDHG,-0.003174,0.005621,1.800000,37496074.335887
GDRX,-0.008649,0.004590,1.870000,805050037.629550
GDS,-0.004097,0.001586,41.310000,8285613991.798027
GDTC,0.015251,0.005890,1.080000,12437734.048592
GDYN,-0.010044,0.002673,6.750000,552081877.920370
GECC,-0.006161,0.000389,6.260000,77409877.506933
GEG,-0.001191,0.000310,2.050000,67781224.594065
GEHC,0.002943,0.000271,84.270000,34468353626.455879
GELS,-0.011308,0.001703,0.757000,7821859.213096
GEMI,-0.010668,0.004833,6.030000,1024763888.268133
GEN,-0.002109,0.001101,22.570000,13906947742.332951
GENK,-0.002292,0.001711,1.920000,56660731.142486
GEOS,-0.024257,0.012418,9.170000,137642968.173080
GERN,0.006247,0.002962,1.680000,1034135548.543915
GEVO,-0.001964,0.001550,1.820000,542771727.750837
GFAI,0.011265,0.013346,0.583000,12798361.709177
GFS,0.007632,0.002151,47.550000,26337995591.652927
GGAL,-0.009348,0.001714,44.696000,6910953797.499573
GGR,0.000552,0.002425,3.120000,62491854.521782
GH,-0.010464,0.001417,93.900000,11962743818.899582
GHRS,-0.002396,0.002355,14.850000,991229719.685196
GIBO,-0.002244,0.002395,1.430000,5222648.367529
GIFT,-0.004340,0.000910,0.954000,23563537.099057
GIG,0.000079,0.000001,10.600000,353999992.645303
GIGM,0.000083,0.000176,1.570000,17241485.967586
GIII,0.001337,0.000458,30.590000,1235224778.902355
GILD,0.002560,0.000536,148.950000,182029498082.263672
GILT,-0.006429,0.004670,15.900000,1284682694.968554
GIPR,-0.024310,0.004029,0.410000,2015675.665977
GITS,-0.017728,0.021135,2.390000,8303712.304960
GIW,0.000112,0.000001,9.990000,471919148.553963
GLAD,-0.005382,0.000338,18.200000,404641862.342571
GLBE,-0.001205,0.002792,34.970000,5955687892.378143
GLBS,0.021068,0.002506,2.140000,37048140.818559
GLDD,0.006543,0.000378,16.950000,1154181351.351059
GLE,0.019858,0.005281,0.414000,8946599.671841
GLIBA,0.003282,0.000426,39.740000,1494416719.905907
GLIBK,0.003084,0.000352,39.350000,1484066386.125458
GLMD,-0.002828,0.003885,0.612000,4049529.265117
GLNG,0.004408,0.000386,44.460000,4663773321.884155
GLOO,0.007864,0.002675,6.530000,460890858.177551
GLPG,-0.000838,0.000199,33.660000,2178557257.755856
GLPI,0.005473,0.000099,48.910000,13863709333.031116
GLRE,0.000670,0.000168,14.190000,485613766.077220
GLSI,-0.005662,0.004799,27.720000,356892927.811052
GLTO,0.008961,0.011329,29.580000,1728287697.851669
GLUE,-0.008489,0.001033,17.750000,1346447165.286278
GLXG,0.012412,0.005994,2.420000,4323000.000000
GLXY,-0.010458,0.006927,20.590000,8396169392.658236
GMAB,-0.006680,0.000192,29.440000,16772177247.073174
GMGI,0.551019,5.607247,83.520000,123123950.726690
GMHS,0.004075,0.000545,1.040000,52776530.852786
GMM,0.007641,0.011120,1.230000,56724860.629478
GNLN,-0.037142,0.002390,0.693000,6786915.260806
GNLX,0.005551,0.001399,2.980000,126553176.128254
GNPX,-0.008302,0.008677,2.000000,4495285.123303
GNSS,0.002040,0.001158,1.890000,79573668.688822
GNTA,0.002749,0.005049,0.991000,20090753.706435
GNTX,-0.000727,0.000257,23.400000,4762008488.250000
GO,0.003677,0.000530,9.880000,596674350.912724
GOAI,0.024860,0.009725,5.140000,133831560.622193
GOCO,-0.024425,0.003095,1.370000,51972338.356972
GOGO,-0.002129,0.001471,4.230000,665328583.826560
GOOD,0.004728,0.000392,12.490000,602601584.391354
GOOG,-0.005546,0.000232,311.430000,3701803088134.765625
GOOGL,-0.005287,0.000247,311.760000,3706036742797.851562
GOSS,-0.051654,0.037158,0.425000,128527653.341045
GOVX,-0.026551,0.007790,1.600000,4269269.664574
GP,0.009830,0.008109,1.190000,5255608.879166
GPAC,-0.000111,0.000001,9.910000,291453095.512390
GPAT,0.000166,0.000001,10.782000,387046891.450882
GPCR,-0.018894,0.001339,62.980000,4002562378.000000
GPRE,0.010083,0.001816,13.730000,1043392300.054455
GPRO,-0.004960,0.003394,0.968000,128197917.688808
GRAB,-0.002158,0.000604,4.220000,16237908017.100967
GRAL,-0.023576,0.019642,53.230000,2009308342.891846
GRAN,-0.022312,0.004853,1.740000,43834999.762475
GRCE,0.007968,0.001006,4.290000,59633927.122976
GRDX,-0.014103,0.006251,2.300000,7160853.774739
GREE,-0.001216,0.005872,1.220000,25278395.576677
GRFS,-0.001556,0.000513,9.100000,7194798646.986151
GRI,-0.004398,0.003947,2.550000,3612572.500000
GRNQ,-0.001963,0.000792,1.740000,16693204.914248
GROW,0.003545,0.000268,3.330000,42201768.890201
GRPN,-0.006423,0.001950,12.620000,491910459.772621
GRRR,-0.004976,0.002344,11.820000,273615004.131966
GRVY,-0.005380,0.000518,65.020000,437294279.120636
GRWG,-0.007229,0.001108,1.130000,66426222.586067
GSAT,0.002176,0.001730,62.270000,7283889338.064163
GSBC,-0.000661,0.000266,61.530000,688922919.495308
GSHD,-0.003654,0.004368,54.200000,1798655901.486374
GSHR,0.000003,0.000007,10.360000,211290944.409475
GSIT,0.008834,0.004414,8.160000,314458088.885665
GSIW,-0.019696,0.001174,22.000000,7244727824.598633
GSM,0.003317,0.001608,5.110000,862392605.538990
GSRF,0.000000,0.000000,10.030000,294643123.460770
GSRFU,-0.000996,0.000018,10.410000,270722347.066879
GSUN,-0.007925,0.014198,0.868000,9226560.567375
GT,-0.005857,0.001930,8.250000,2109640688.891625
GTBP,-0.002226,0.002857,0.478000,11113964.783621
GTEC,-0.004612,0.002933,0.700000,16410863.097550
GTEN,0.000003,0.000006,10.310000,463370987.963676
GTERA,0.000197,0.000000,10.176000,292601218.885571
GTIM,0.001605,0.000393,1.190000,12458316.726216
GTLB,-0.015202,0.002286,26.300000,4139271987.152100
GTM,-0.011608,0.002152,6.210000,1984415186.000000
GTX,0.006594,0.000996,20.280000,3586257754.224871
GURE,0.005781,0.004998,4.610000,7004866.343642
GUTS,0.000783,0.002421,0.469000,74998928.382431
GV,-0.020441,0.001992,0.854000,3308896.000789
GVH,0.005740,0.013134,1.190000,2721315.930853
GWAV,-0.012305,0.000756,3.880000,3235560.979120
GWRS,0.003471,0.000137,9.160000,224015891.563013
GXAI,-0.001051,0.025843,1.140000,13045122.457611
GYRE,0.000516,0.000667,8.240000,786078546.420727
GYRO,-0.001817,0.000171,8.900000,19298935.636030
HAFC,-0.002031,0.000357,26.110000,761763491.581635
HAIN,-0.022027,0.004012,0.800000,61037927.319255
HALO,-0.003401,0.000801,69.530000,8041678307.968140
HAO,-0.003115,0.002628,1.285000,67171525.356550
HAS,0.003984,0.000629,99.590000,13474881729.504456
HAVA,0.000000,0.000000,10.000000,206518016.747410
HAVAU,0.000111,0.000001,10.100000,185233643.396141
HBAN,-0.003154,0.000632,16.800000,32720255046.389565
HBCP,-0.001334,0.000370,59.100000,457585315.449936
HBIO,0.012522,0.003026,0.610000,21733868.547972
HBNB,-0.000104,0.001003,8.115000,1894292943.638821
HBNC,-0.003320,0.000518,16.840000,834844135.124199
HBT,-0.001349,0.000334,26.960000,816915697.565804
HCAC,-0.000277,0.000001,10.000000,291972930.000000
HCACU,-0.000046,0.000018,10.240000,260348297.540762
HCAI,-0.005422,0.006781,0.214000,10271115.685664
HCAT,-0.018553,0.001524,1.620000,135095986.079102
HCHL,0.000961,0.002009,1.010000,20172599.083900
HCKT,-0.016374,0.001962,13.660000,373853707.551762
HCM,-0.000718,0.000354,14.330000,2486881801.312775
HCMA,-0.000272,0.000003,10.140000,341043985.048579
HCSG,0.007692,0.001764,21.770000,1454201683.397369
HCTI,-0.065424,0.009972,4.140000,2066566.334438
HCWB,-0.039195,0.004404,0.541000,3411660.353821
HDL,0.003552,0.000424,17.260000,969321224.143982
HDSN,-0.001863,0.000429,7.110000,264205101.625291
HELE,0.000008,0.001353,17.640000,375152400.060785
HELP,0.005156,0.002982,7.350000,275415602.168345
HEPS,-0.001662,0.000407,2.650000,1052956133.407027
HERE,-0.001534,0.001675,4.670000,239836143.851566
HERZ,-0.014408,0.000359,14.740000,31641495.874054
HFBL,0.002390,0.000065,19.020000,56757814.665085
HFFG,0.006292,0.003446,2.090000,109535516.115192
HFWA,0.000065,0.000311,26.410000,855540583.138466
HGBL,-0.002656,0.000537,1.300000,44121771.647357
HHS,-0.005045,0.000308,2.750000,21206310.062157
HIFS,-0.004229,0.001043,279.120000,598351132.827759
HIHO,-0.001633,0.000352,0.910000,3957570.425830
HIMX,-0.004730,0.000604,7.280000,1350331519.381705
HIND,0.027518,0.008051,3.370000,14977154.423270
HIT,0.013902,0.002251,1.410000,115524878.611826
HITI,0.006794,0.000545,2.530000,214328958.426230
HIVE,-0.006062,0.003556,2.140000,524241496.993287
HKIT,0.000491,0.000757,1.975000,27980893.086014
HKPD,-0.007776,0.001519,0.660000,6912400.305271
HLIT,0.003893,0.000689,10.630000,1067336645.018114
HLMN,-0.008702,0.001346,8.200000,1611856357.512005
HLNE,-0.015774,0.001349,104.940000,5891200603.630051
HLP,0.009722,0.004835,1.050000,74907524.619267
HLXC,0.000439,0.000012,10.290000,218844556.560516
HMR,0.001909,0.001510,0.940000,57222468.861497
HNNA,0.000503,0.000231,10.050000,77816862.510436
HNRG,0.001349,0.001300,18.180000,886316669.286497
HNST,0.007700,0.003204,2.800000,316052543.334174
HNVR,-0.006537,0.000177,20.680000,151040211.000000
HOFT,0.003829,0.001425,14.340000,136338153.888626
HOLO,-0.005001,0.001368,2.140000,31319730.789248
HOLX,0.000460,0.000003,75.360000,16875081551.402740
HON,0.004113,0.000102,243.590000,160104697179.315491
HOOD,-0.007559,0.003930,75.850000,71439469372.738419
HOPE,-0.003671,0.000412,11.260000,1411523195.733507
HOTH,0.008921,0.002267,1.010000,15363823.169161
HOUR,0.004018,0.000201,1.910000,67186770.025864
HOVR,0.004667,0.002375,1.940000,82310113.773041
HOWL,-0.005746,0.002386,0.600000,35565404.067826
HPAI,-0.000578,0.000863,2.870000,111731435.553335
HPK,0.008330,0.004494,5.210000,711386093.119523
HQI,0.002636,0.001054,11.600000,157919997.310638
HQY,-0.006885,0.000599,76.490000,6921487253.250549
HRMY,-0.014485,0.002112,28.540000,1652506324.328445
HROW,0.010739,0.000530,54.180000,1301866529.464668
HRTX,-0.007157,0.002199,1.190000,182720755.970890
HRZN,-0.005539,0.000391,5.960000,193603580.689220
HSAI,0.009384,0.001379,26.950000,3907879354.821259
HSCS,-0.007093,0.001213,2.786000,8441317.470717
HSDT,-0.012383,0.007443,1.870000,122502037.755046
HSIC,0.005238,0.000495,82.390000,9194307247.066200
HSPT,0.007889,0.004234,11.850000,84444001.731873
HST,0.002848,0.000362,19.590000,13348564563.333668
HSTM,-0.001576,0.000477,21.230000,666346352.318008
HTBK,-0.002653,0.000363,12.430000,764569739.896622
HTCO,0.006498,0.004824,9.430000,61224335.678272
HTCR,0.004700,0.003745,0.269000,6141425.786132
HTFL,-0.009625,0.004803,23.160000,1973979132.408379
HTHT,0.008627,0.000384,54.800000,16035661929.414997
HTLD,0.001815,0.001027,11.030000,769828485.281720
HTLM,-0.005469,0.016730,2.000000,175787503.421307
HTO,0.001902,0.000199,53.790000,2449682213.146065
HTOO,0.002260,0.001255,3.360000,7858155.076295
HTZ,-0.003939,0.002003,4.540000,1299420372.817543
HUBC,-0.025175,0.014168,1.480000,2080225.013398
HUBG,-0.006495,0.002719,43.070000,2386951565.945034
HUDI,0.004119,0.001826,1.230000,21019797.949103
HUHU,0.010874,0.008505,7.315000,176198411.120772
HUIZ,-0.000061,0.001390,2.010000,16444378.831894
HUMA,0.009027,0.009345,1.115000,231595823.602791
HURA,0.081162,0.036735,1.670000,95447966.881702
HURC,0.003739,0.000292,17.710000,102803519.922357
HURN,-0.009881,0.002210,141.400000,2456219647.036926
HUT,-0.000035,0.006273,53.230000,5404646408.280624
HVII,0.000001,0.000003,10.310000,268300574.149825
HVMC,0.000112,0.000003,10.080000,297923303.365707
HWBK,-0.002965,0.000363,32.990000,231764329.123905
HWC,-0.002969,0.000517,65.312900,5245051167.514950
HWH,-0.012497,0.004102,1.290000,10167904.106951
HWKN,0.010116,0.000424,149.100000,3197393191.725250
HXHX,0.012379,0.012148,0.519000,6283749.826252
HYFM,-0.005981,0.001246,1.350000,4853683.981968
HYFT,-0.018526,0.002739,1.130000,51360410.213207
HYMC,0.024033,0.008696,50.370000,3370830463.713318
HYNE,0.000196,0.000091,14.510000,117891420.677610
HYPD,-0.017742,0.006254,2.820000,28807044.808016
HYPR,-0.003875,0.001266,1.070000,112715638.876646
IAC,0.002284,0.000771,38.320000,2892898608.461380
IART,0.001442,0.000758,11.380000,745859056.775452
IBAC,0.000787,0.000004,10.700000,61647287.226225
IBCP,-0.002379,0.000216,34.750000,700008807.878098
IBEX,-0.014630,0.001008,28.900000,402533852.530289
IBG,-0.005685,0.011731,3.600000,2297358.420285
IBIO,0.013158,0.003908,2.820000,86358902.500000
IBKR,-0.002502,0.001130,71.190000,114733892230.639847
IBOC,-0.003074,0.000374,67.110000,4172124850.024330
IBRX,0.033252,0.016567,9.780000,8687541607.103302
ICCC,0.004485,0.000940,6.570000,58617114.652536
ICCM,-0.003102,0.000909,0.578000,42267552.698061
ICFI,-0.006023,0.001337,83.130000,1389147448.069000
ICG,-0.024447,0.002885,1.260000,75282791.298994
ICHR,0.027560,0.008846,47.550000,1445707958.501083
ICLR,-0.019817,0.013141,108.140000,8557267368.963318
ICMB,-0.000420,0.000738,2.900000,38933360.787588
ICON,-0.015505,0.003811,1.350000,2916365.439538
ICU,0.005743,0.001469,2.760000,10032000.398636
ICUI,-0.000032,0.000609,150.580000,3292201178.081512
IDAI,-0.010859,0.003715,2.540000,13638640.099738
IDCC,0.006827,0.001881,366.530000,9365095398.201904
IDN,-0.006553,0.001238,4.860000,96377406.004622
IDXX,0.001636,0.000351,656.730000,48745245983.697693
IDYA,-0.002769,0.000734,32.200000,3080516227.952286
IEP,0.002366,0.000241,8.060000,4561584671.959656
IESC,0.012627,0.001848,495.350000,8972979890.794464
IFBD,0.015406,0.016041,0.951000,8598002.309538
IFRX,-0.002371,0.001671,0.920000,64441070.624557
IGAC,0.000170,0.000004,9.950000,237267789.983749
IGIC,0.000679,0.000168,25.200000,1041457882.556576
IHRT,-0.000065,0.001277,3.270000,454980311.303930
III,-0.008961,0.001284,4.810000,205794651.710744
IIIV,0.001611,0.001352,22.380000,729533323.633308
IINN,-0.008950,0.001569,0.580000,24777454.744178
IKT,0.015951,0.002255,2.050000,229194715.205261
ILAG,-0.005111,0.006815,2.720000,5148539.574936
ILMN,-0.002057,0.001295,134.460000,19002411813.354492
ILPT,0.005432,0.000322,5.860000,408583688.397845
IMA,-0.002472,0.001057,6.720000,66195522.773094
IMCC,-0.033743,0.001587,0.680000,4745324.507163
IMCR,-0.001000,0.000543,32.300000,1693722548.244545
IMDX,-0.005133,0.004152,6.010000,154893937.535525
IMG,-0.021684,0.009359,0.481100,1628869.146061
IMKTA,0.005446,0.000405,85.100000,1593818159.719482
IMMP,-0.000815,0.000769,2.800000,406250012.436267
IMMR,-0.005834,0.000536,6.110000,204821280.927072
IMMX,0.015965,0.002861,8.070000,536435472.960234
IMNM,-0.009353,0.001095,21.860000,2353451449.992086
IMNN,0.001568,0.000775,3.250000,10609107.210860
IMOS,0.012202,0.001794,44.930000,1327444047.137718
IMPP,0.011708,0.001877,4.250000,174965959.946264
IMRN,-0.007108,0.003501,0.770000,7321404.434103
IMRX,0.002539,0.001311,4.990000,362883207.150554
IMSR,-0.011637,0.004075,6.900000,549503952.123672
IMTE,-0.011618,0.005638,0.565000,2102324.789302
IMTX,0.002951,0.002237,10.340000,1340638290.000000
IMUX,0.027621,0.005781,1.020000,163081031.250000
IMVT,0.003981,0.001261,27.730000,5375284842.743454
IMXI,0.000964,0.000010,15.780000,469555955.468398
INAB,-0.007178,0.001480,1.700000,17286053.453726
INAC,0.000018,0.000003,10.133000,149763244.371414
INBK,-0.006791,0.000374,20.280000,174818386.935778
INBS,-0.029185,0.002914,4.500000,6575514.247051
INBX,-0.005181,0.001181,74.130000,1045113021.556793
