Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap,Grade
PSNYW,0.075269,0.004723,3.0,30178607500.735577,A
PSTV,0.25,0.002693,0.3,51727655.791554,D
PTC,-0.002103,0.000639,156.59,19361858833.28412,A
PTCT,-0.089343,0.000218,68.19,5199908513.339157,B
PTEN,0.121214,0.000855,8.41,3404789645.357513,B
PTGX,0.10873,0.000546,92.08,5876144422.765503,B
PTLE,0.000579,0.002197,8.645,60989422.979605,D
PTLO,-0.054867,0.001091,5.34,366093496.501827,C
PTON,-0.302083,0.004391,4.02,1629623182.237759,B
PTRN,-0.242446,0.003732,10.53,2137616335.751662,B
PUBM,0.125,0.002505,8.1,422382320.606506,C
PULM,0.15444,0.002169,2.99,7377617.650338,D
PURR,-0.237383,0.002582,4.08,536779300.18203,C
PVLA,0.689862,0.010254,135.02,1880056422.301453,B
PWP,-0.160083,0.001533,18.51,1527917020.973728,B
PXLW,0.0209,0.000475,6.35,38201825.300359,D
PXS,0.268293,0.00207,4.16,41838605.440001,D
PYPD,-0.12731,0.000637,4.25,79958759.931952,D
PYPL,-0.11695,0.003242,46.0705,43947573374.56326,A
PYXS,-0.039216,0.002091,1.47,85301974.846899,D
PZZA,-0.062514,0.001198,31.35,1007290111.432617,C
QCLS,-0.062814,0.002766,3.73,35340430.5,D
QCOM,-0.067226,0.000681,141.4518,144923042497.912,A
QCRH,-0.063346,0.000273,86.5,1398450266.087494,B
QDEL,-0.177577,0.00277,22.74,1418143201.415773,B
QETA,-0.016821,0.000166,11.69,43099113.5,D
QFIN,-0.06246,0.000659,14.56,2032918237.198242,B
QH,-0.857609,0.047636,0.131,519840.307746,D
QIPT,0.016807,6e-06,3.63,161852502.744561,D
QLYS,-0.315037,0.002199,92.47,3537780798.597046,B
QMCO,-0.124601,0.004531,5.48,75093090.445189,D
QNCX,-0.3,0.573009,0.126,5679511.873796,D
QNRX,0.04625,0.002709,8.37,14012280.723305,D
QNST,-0.121439,0.002934,11.72,694186194.41317,C
QNTM,-0.162736,0.001507,3.55,13450419.5,D
QQQX,-0.012743,0.000108,27.89,1351037089.335188,B
QRHC,-0.196347,0.001257,1.76,33392150.897582,D
QRVO,0.038587,0.00029,82.9,7197668860.976944,B
QS,-0.202765,0.002828,6.92,4098173006.262218,B
QSEA,0.003895,2e-06,10.31,117921316.935253,D
QSI,-0.130909,0.003333,0.956,185752088.763916,C
QTI,0.02916,0.002414,6.0,71557830.0,D
QTRX,0.007692,0.001544,6.55,236356630.147187,C
QTTB,0.145729,0.003972,4.56,60432818.447522,D
QUBT,-0.099572,0.005418,8.41,1703337089.025936,B
QUIK,0.112162,0.002022,8.23,148856104.281941,D
QUMS,-0.001984,1e-06,10.06,114979041.209742,D
QURE,-0.367206,0.009151,15.63,888902059.52486,C
QVCGA,-0.726944,0.033946,3.02,26100488.140202,D
RAAQ,0.026037,2.8e-05,10.64,243570003.509521,C
RADX,-0.031068,0.000472,4.99,39336991.545687,D
RAIL,0.158291,0.001781,13.83,243491946.004166,C
RAIN,0.122271,0.004054,2.57,22928734.809526,D
RAND,0.045576,0.000588,11.7,34895314.5,D
RANG,-0.004757,2e-06,10.46,168233371.329308,D
RANI,0.141667,0.001767,1.37,159439188.351805,D
RAPP,0.046126,0.000855,29.03,1441272802.211231,B
RAPT,0.005201,1e-06,57.98,1679858473.833237,B
RARE,-0.055331,0.001629,23.39,2053382995.0,B
RAVE,-0.124629,0.000621,2.95,40076617.991276,D
RAY,0.009024,0.001309,4.137,13688762.516204,D
RAYA,-0.383459,0.003001,0.82,692005.912858,D
RBB,0.007498,0.000153,21.5,364687133.544863,C
RBBN,-0.192029,0.005396,2.23,379689135.341849,C
RBCAA,-0.060202,0.000195,69.0,1345788723.670959,B
RBKB,0.341157,0.003689,16.0,177439258.290348,C
RBNE,0.085791,0.004499,4.05,7266884.489181,D
RCAT,-0.145268,0.004812,11.65,1833540654.057172,B
RCEL,0.186321,0.002891,5.03,145501021.5,D
RCKT,0.439655,0.002138,5.01,478789908.473663,C
RCKY,0.362675,0.008176,45.045,328499937.46558,C
RCMT,-0.098236,0.000615,18.91,145987072.353771,D
RCON,-0.077519,0.001715,1.19,42878395.669785,D
RCT,-0.028302,0.006998,1.03,40467374.719001,D
RDAC,-0.374457,0.004186,4.898,39521706.106961,D
RDAG,-0.005831,2e-06,10.23,382499992.847443,C
RDAGU,-0.006667,2e-06,10.43,41381999.24469,D
RDCM,-0.094595,0.001157,11.39,183744822.470844,C
RDGT,0.046358,0.00505,1.58,31634154.088771,D
RDHL,-0.156522,0.001012,0.97,4703854.28533,D
RDI,-0.037383,0.000581,1.03,35643904.0,D
RDIB,0.037975,0.007576,12.3,262384357.332973,C
RDNT,-0.014957,0.001267,69.81,4696283295.658852,B
RDNW,0.250965,0.001507,6.48,246677413.68608,C
RDVT,-0.035197,0.001339,43.31,628718693.821499,C
RDWR,-0.056642,0.001318,23.15,1073697398.81599,B
RDZN,-0.244444,0.003575,1.36,102807413.839851,D
REAL,-0.166553,0.002207,12.26,1345695574.477172,B
REAX,-0.220588,0.001811,2.65,535853993.940353,C
REBN,0.017045,0.001707,1.79,12650177.090421,D
RECT,-0.063291,0.000666,1.48,21025000.691414,D
REE,-0.090468,0.001076,0.563,18196589.571715,D
REFI,-0.023312,0.000149,12.15,258654947.089783,C
REFR,-0.122807,0.001707,1.0,32975258.201789,D
REG,0.097527,0.000121,79.0,14689342640.219696,A
REGN,0.036542,0.000316,781.67,80332250238.53003,A
REKR,-0.18381,0.003137,0.857,120634851.754545,D
RELL,0.05092,0.003608,12.28,162310372.390518,D
RELY,0.252813,0.004709,16.7,3589550930.29985,B
RENT,-0.123348,0.002274,5.97,158004506.119701,D
RENX,-0.13125,0.036823,0.139,5516958.413113,D
REPL,0.096774,0.002879,7.65,666361010.130836,C
RETO,-0.076923,0.014844,0.9,2584393.123014,D
REVB,-0.297872,0.002731,1.32,3383823.409936,D
REYN,0.084263,0.000948,24.81,4774798927.079399,B
RFAI,0.005556,2e-06,10.86,90529853.432894,D
RFIL,0.032757,0.004426,11.35,111852077.94431,D
RGC,-0.072489,0.0037,26.23,11546316190.432549,A
RGCO,-0.007201,0.000291,22.06,233875957.5,C
RGEN,-0.14816,0.00048,128.73,6759169768.563766,B
RGLD,0.155438,0.000906,299.79,23733257513.736145,A
RGNX,-0.16141,0.00212,9.04,437889674.588825,C
RGP,-0.181862,0.000802,3.76,120942772.425484,D
RGS,-0.009948,0.000651,22.89,52449349.648075,D
RGTI,-0.016375,0.005134,17.42,5613743662.316975,B
RIBB,0.004296,2e-06,10.52,68517300.987244,D
RICK,-0.083264,0.000708,22.13,200919429.42382,C
RIGL,-0.035268,0.000645,34.74,524029316.513214,C
RILY,-0.220073,0.002556,6.45,233515659.675449,C
RIME,0.660377,0.300095,1.76,9616030.092889,D
RIOT,0.063316,0.005236,16.29,5266648775.506681,B
RITR,-0.20966,0.018448,0.72,50579437.648878,D
RIVN,0.061634,0.005309,15.33,19074012914.90999,A
RJET,0.218049,0.001767,21.73,871871007.156372,C
RKDA,-0.028358,0.002776,1.953,4297978.612419,D
RKLB,-0.068105,0.003579,69.1,39783600775.73122,A
RLAY,0.258896,0.00198,10.26,1767598312.370637,B
RLMD,0.190601,0.002842,4.56,326334603.912722,C
RLYB,0.436738,0.004258,7.54,57609937.804264,D
RMBI,-0.045768,0.000148,13.5,132082727.704821,D
RMBS,-0.12356,0.00286,99.66,9498519599.896088,A
RMCF,0.066946,0.002463,2.55,22865414.345024,D
RMCO,-0.072816,0.001836,3.82,64953752.572427,D
ROAD,0.17662,0.001241,134.37,6673900544.874512,B
ROCK,-0.124711,0.000695,45.48,1188501278.736443,B
ROP,-0.061405,0.000835,349.73,39556755892.5,A
RPAY,-0.203438,0.00133,2.78,268529050.626311,C
RRBI,0.01499,0.00025,88.7,571112788.315735,C
RUN,-0.271578,0.009506,13.25,2659143885.800701,B
RXST,-0.152888,0.001916,7.48,317338118.511279,C
RXT,2.488372,0.321733,1.95,507770983.624458,C
RYET,-0.12844,0.000629,0.95,35208753.281032,D
RZLT,-0.009259,0.003835,3.21,297619790.310913,C
SAMG,0.026316,0.000154,15.21,127452685.719824,D
SATS,-0.008752,0.000907,115.53,30583979090.629845,A
SBFG,-0.071328,0.000159,20.76,126850309.926167,D
SBFM,-0.02439,0.000567,1.2,5445599.02018,D
SCHL,-0.002009,0.000552,34.77,917173013.239529,C
SCWO,-0.190625,0.002535,2.59,42481446.128592,D
SCYX,0.012146,0.002593,0.75,33572046.900262,D
SDGR,-0.144074,0.002129,12.06,940531769.842775,C
SDOT,-0.303226,0.00203,2.16,3624196.870537,D
SELX,-0.309211,0.002996,0.525,20211312.503125,D
SEPN,0.159409,0.002304,29.02,1288601276.503998,B
SEV,0.524476,0.003497,2.18,106546098.830638,D
SFM,0.061503,0.000658,73.87,7813897560.0,A
SFST,-0.010455,0.000594,55.84,431808639.544113,C
SGLY,-0.226415,0.002322,0.41,2917396.843473,D
SHMD,-0.345491,0.0051,6.46,331949701.324033,C
SHOP,-0.086762,0.002687,120.73,169921881127.8009,A
SIBN,-0.051924,0.00044,15.52,610805915.840456,C
SIEB,-0.360269,0.000521,1.9,75194103.398312,D
SILC,-0.024752,0.00111,19.7,108462602.815361,D
SIMA,0.01317,1.7e-05,10.77,330586672.851116,C
SLAB,0.426091,0.013553,204.53,6680166707.726486,B
SLRC,-0.035452,0.000363,14.42,790496634.173435,C
SNES,0.108374,0.004215,2.25,11333942.948484,D
SNPS,-0.095853,0.001368,414.0,83791146931.5911,A
SOFI,-0.195652,0.001379,17.76,24102486278.525448,A
SPAI,0.082627,0.00549,5.11,104656617.489599,D
SPOK,-0.110623,0.001161,12.14,259958625.8292,C
SPRB,-0.295551,0.006414,54.94,59801570.756721,D
SPSC,-0.356525,0.001195,56.51,2402823579.43161,B
STRR,-0.021569,0.000101,9.98,38265998.840332,D
SUIG,-0.16,0.003178,1.26,99075703.240203,D
SVC,0.161616,0.000643,2.3,371470515.04198,C
SWKH,-0.064387,4.9e-05,16.42,204197636.222593,C
SWKS,0.060992,0.000605,59.58,8241977880.22673,A
SZZL,-0.003887,2e-06,10.25,321734012.527271,C
TEM,-0.090521,0.001861,53.25,9342712739.334295,A
TILE,-0.022353,0.000278,31.49,1643111954.881195,B
TPG,-0.244596,0.001562,43.42,16594305631.739777,A
TW,0.198629,0.000655,123.115,27220221560.828247,A
TWIN,0.020735,0.002618,18.19,247908308.721996,C
TZOO,0.084034,0.003152,6.45,73791914.496107,D
UCAR,0.020548,0.002968,1.49,6960078.881471,D
UCTT,0.317126,0.004461,60.68,2299976383.75106,B
UFCS,0.066703,0.000493,38.86,964478330.656136,C
UFG,-0.056604,0.002904,1.0,38308698.297143,D
UFPT,-0.177004,0.001652,210.58,1611462621.876526,B
UNB,-0.064763,0.000406,23.25,107411997.567278,D
UONE,-0.057167,0.005361,11.38,45044380.997852,D
UONEK,-0.14333,0.003338,7.77,37185524.378886,D
UPB,-0.743487,0.01763,7.68,413935598.814365,C
UPLD,-0.325954,0.001707,0.883,19126072.389776,D
URBN,-0.088154,0.000617,66.2,5746067882.3302,B
UROY,-0.05298,0.002449,4.29,492535636.123394,C
USEG,0.07,0.001541,1.07,43534815.397434,D
UTHR,0.060842,0.001298,503.9,20956646498.26178,A
VALU,-0.02105,9.7e-05,36.74,343575454.502781,C
VBNK,0.050955,0.00028,16.5,459376796.955876,C
VCTR,-0.028507,0.000808,69.18,4540936737.61673,B
VELO,-0.192063,0.012055,10.18,298119490.848207,C
VEON,0.047021,0.000365,55.89,3725762616.0,B
VERO,-0.778571,0.01656,0.31,725057.943405,D
VIOT,-0.023077,0.000562,1.27,87425745.245882,D
VIRC,-0.090258,0.000504,6.35,98507131.25,D
VISN,-0.059925,0.000737,17.57,3880201037.313362,B
VKTX,0.131016,0.00257,33.84,3810980596.203442,B
VMD,0.0875,0.000446,8.7,340538953.663085,C
VRA,0.03937,0.001237,2.64,74360360.919399,D
VRAR,-0.32879,0.003914,0.591,12857723.571723,D
VRAX,-0.161765,0.003705,0.228,1596037.906548,D
VRCA,-0.265772,0.002672,5.47,84906166.305053,D
VRME,-0.156637,0.002514,0.953,12296359.468452,D
VSAT,0.0464,0.002955,45.78,5948057174.147362,B
VSEC,0.189284,0.000657,227.07,5859949157.598816,B
VSEE,0.008197,0.002138,0.369,11264636.647959,D
VTGN,0.017241,0.003009,0.59,24168393.936773,D
WAY,-0.025826,0.001921,25.65,4928133554.830261,B
WBD,0.023619,0.000169,28.17,69344358593.31389,A
WDAY,-0.228515,0.001438,133.76,40327678207.39745,A
WFCF,0.116071,0.001345,12.5,61650070.905058,D
WHF,-0.070796,0.000254,6.3,172463722.153307,C
