Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap,Grade
ELWT,0.490732,0.00261,7.64,47331542.031313,D
EM,-0.034188,9.2e-05,1.13,286566395.320748,C
EMAT,0.113128,0.014617,7.97,5791094701.087004,B
EMBC,-0.048538,0.000863,10.26,537124057.707535,C
EMIS,-0.000994,1e-06,10.05,158547124.659001,D
EML,-0.014786,0.000537,18.57,112512776.556015,D
EMPD,-0.205882,0.007969,3.78,149828626.184319,D
ENGN,0.011,0.001527,10.11,581468585.323563,C
ENGS,-0.069149,0.004035,0.875,12116105.984927,D
ENLT,0.140628,0.002642,67.24,10823799118.96051,A
ENLV,0.105769,0.001641,1.15,270614904.32423,C
ENPH,0.159035,0.010883,42.27,5274105428.357723,B
ENSC,-0.122535,0.03524,0.623,1986868.614092,D
ENSG,0.241134,0.001219,214.17,12042711151.115416,A
ENTA,0.084155,0.000936,14.3,392921916.653,C
ENTG,0.108554,0.001654,132.45,17079636370.849607,A
ENTX,0.045113,0.008558,1.39,57321552.5,D
ENVB,-0.19244,0.004109,2.35,2704203.592926,D
ENVX,-0.230657,0.003129,5.27,1055662900.54209,B
EOLS,-0.124236,0.000916,4.3,358453419.119732,C
EOSE,-0.596671,0.013123,5.695,2080732046.515168,B
EPOW,0.082667,0.007513,0.812,28775831.62348,D
EPRX,0.038071,0.001967,8.18,467259269.504873,C
EPSM,-0.322165,0.000719,1.315,23382181.028155,D
EPSN,0.07113,0.000586,5.12,170392556.69828,C
EQ,0.205298,0.001474,1.82,107781109.748553,D
EQIX,0.208779,0.000837,974.26,92084519721.00096,A
EQPT,-0.121671,0.001713,29.02,6990690034.394547,B
ERAS,0.287465,0.000996,13.66,4789307971.488596,B
ERIC,0.060329,0.000173,11.6,37442491650.54129,A
ERIE,-0.044302,0.000651,269.44,13587522778.802032,A
ERII,-0.302341,0.007252,10.43,562033930.983474,C
ERNA,-0.766129,0.022802,0.29,7854682.833984,D
ESCA,-0.030956,0.000243,14.4,207056175.0,C
ESEA,0.216207,0.000677,68.74,456938868.632988,C
ESGL,-0.160542,0.000444,3.038,137347618.004274,D
ESHA,-0.006601,5.3e-05,12.04,46243216.33864,D
ESLA,0.119266,0.006493,1.22,44976626.164783,D
ESLT,0.102456,0.000498,769.04,43495778014.32886,A
ESOA,0.659936,0.007402,15.62,261240546.0,C
ESPR,-0.042857,0.000919,3.35,650252555.47966,C
ESQ,-0.084269,0.000729,100.98,850810236.713882,C
ESTA,0.104561,0.000859,78.7,2064480874.236145,B
ETHM,0.003865,0.0,10.39,231071987.232484,C
ETHZ,-0.080729,0.004058,3.53,54755230.335777,D
ETON,0.119974,0.000877,16.99,450534584.339844,C
ETOR,0.078032,0.004103,30.67,2663460904.43557,B
ETS,-0.083333,0.000865,0.462,7656235.84774,D
EU,-0.065744,0.001749,2.7,359582246.04271,C
EUDA,-0.1875,0.009364,0.975,27599469.151121,D
EURK,-0.006267,3.2e-05,11.1,54096478.324087,D
EVAX,0.019355,0.003209,3.16,26855492.538615,D
EVCM,-0.045719,0.001513,11.48,2222477577.791414,B
EVER,-0.297778,0.002901,15.8,607100172.294233,C
EVGN,-0.137255,0.001781,0.88,7081130.034595,D
EVGO,-0.092715,0.001565,2.74,680641851.678609,C
EVLV,-0.119601,0.001188,5.3,887057338.797735,C
EVO,-0.005848,0.001311,3.4,1098940080.323529,B
EVOX,-0.00597,0.0,9.99,320000000.0,C
EVRG,0.101369,0.00017,83.66,19196273149.51273,A
EVTV,-0.23445,0.002976,1.6,6326664.373653,D
EWBC,-0.045189,0.00054,109.45,14632042764.000893,A
EWCZ,0.398533,0.01045,5.72,313894120.343508,C
EWTX,0.053652,0.000888,30.44,2984265861.483635,B
EXAS,0.008585,3e-06,103.38,19756929838.5,A
EXC,0.126623,0.000349,49.05,50489978619.92409,A
EXE,0.009164,0.000736,107.3339,25684149218.03528,A
EXEL,0.029199,0.000229,44.06,11140059918.796658,A
EXFY,-0.344828,0.004728,0.95,89569828.85233,D
EXLS,-0.214232,0.002734,31.25,5159365537.485832,B
EXOZ,-0.169794,0.000897,8.85,61431095.765356,D
EXPE,-0.220407,0.002715,215.2231,30587154399.94519,A
EXPI,-0.217733,0.000859,6.97,1045214326.848585,B
EXPO,-0.011948,0.001783,72.4764,3631031683.558617,B
EXTR,-0.054767,0.00035,13.98,1877088107.736282,B
EYE,-0.003694,0.000586,26.97,2212736637.945805,B
EYPT,0.321294,0.002979,17.56,1303898715.0,B
EZGO,-0.081871,0.00063,1.57,30909422.998345,D
EZPW,0.226537,0.000965,26.53,1562790679.212875,B
EZRA,0.35533,0.033062,0.267,2382893.19671,D
FA,-0.159854,0.005464,11.51,2102288624.167212,B
FACT,0.0,1e-06,10.48,255861759.81348,C
FAMI,0.0,0.001114,1.33,18236076.604637,D
FANG,0.097327,0.000424,173.0456,51368252441.292816,A
FARM,-0.074074,0.000679,1.5,27158946.25,D
FAST,0.027679,0.000434,46.04,53351341662.65385,A
FAT,-0.035714,0.01234,0.2025,3524743.72577,D
FATBB,1.481714,0.021678,1.9,31035032.592165,D
FATE,0.203252,0.00306,1.48,154630405.459486,D
FATN,-0.206522,0.017194,1.46,25203286.283236,D
FBGL,0.638955,0.003996,1.38,5129999.935627,D
FBIO,0.085714,0.002306,3.42,103666710.255992,D
FBIZ,-0.065799,0.000267,54.65,444505812.375885,C
FBLA,0.002283,0.00016,13.17,193765938.255615,C
FBLG,0.158451,0.004277,0.329,29403704.231158,D
FBNC,-0.032209,0.000498,56.79,2319823108.527855,B
FBRX,-0.123804,0.001991,30.22,360274653.467188,C
FBYD,0.08,0.009578,6.48,340806517.833304,C
FCAP,-0.123533,0.001691,50.8,168393418.002445,C
FCBC,0.042197,0.000393,39.13,725507515.994667,C
FCCO,-0.041034,0.000216,28.82,264722800.09709,C
FCEL,0.107483,0.004933,8.14,402397438.150578,C
FCFS,0.125466,0.000143,192.79,8399170169.060608,A
FCHL,-0.111111,0.001223,0.216,3638000.026345,D
FCNCA,-0.094026,0.000548,1898.15,23214997914.856934,A
FCUV,-0.356959,0.014003,4.99,4301244.771715,D
FDBC,-0.048111,0.000212,43.85,251389559.525414,C
FDMT,0.055738,0.00153,9.66,484505409.845638,C
FDSB,-0.017128,5.6e-05,14.92,82178520.632029,D
FDUS,-0.081908,0.00016,17.71,683558104.327065,C
FEAM,-0.069767,0.003807,2.0,70985321.513553,D
FEBO,-0.009346,0.0012,1.06,11173124.8945,D
FEED,-0.140496,0.009899,2.08,2187265.909622,D
FEIM,-0.059386,0.003469,50.21,507459894.219505,C
FELE,-0.024003,0.001565,99.62,4261423781.855568,B
FEMY,0.104651,0.001621,0.57,31535980.917638,D
FENC,0.084291,0.000541,8.49,262981912.685738,C
FER,0.089338,0.000243,74.38,47643762484.15256,A
FERA,-0.001942,1e-06,10.28,321577665.324085,C
FFAI,-0.537736,0.00697,0.49,91395648.465983,D
FFBC,-0.03771,0.000419,27.82,2849971034.25,B
FFIC,-0.044582,0.000392,15.43,519850172.416906,C
FFIN,-0.045665,0.000629,30.93,4308316337.232525,B
FFIV,-0.033343,0.000701,271.36,16260470535.369476,A
FGBI,-0.048596,0.000632,8.81,135981452.707755,D
FGI,-0.180524,0.000592,5.47,7711614.203411,D
FGL,-0.227206,0.055281,10.51,3286120.042332,D
FGMC,0.000993,1e-06,10.085,103987583.927536,D
FGNX,-0.447737,0.004362,6.71,43789028.794718,D
FHB,-0.051962,0.000431,24.76,3028655408.645668,B
FHTX,-0.02906,0.001257,5.68,338601677.630909,C
FIBK,-0.048297,0.00048,34.61,3457234606.515144,B
FIEE,0.083333,0.004797,5.59,40483034.579226,D
FIGR,-0.516727,0.008048,25.28,6577875046.170227,B
FIGX,-0.00197,4e-06,10.13,196763720.954985,C
FINW,-0.107105,0.000352,16.84,221772803.514399,C
FIP,0.000862,0.002501,5.805,625664213.488845,C
FISI,-0.0757,0.000355,31.38,619618250.48255,C
FISV,-0.010327,0.001308,62.29,33938453249.00315,A
FITB,-0.047738,0.000516,49.47,42656039052.56669,A
FIVE,0.130081,0.000336,223.53,11874217191.469574,A
FIVN,-0.030033,0.003025,17.44,1414928392.614822,B
FIZZ,0.052708,0.000116,36.35,3341729591.795876,B
FKWL,-0.036585,0.000216,3.95,44780263.438082,D
FLD,-0.235897,0.001885,1.49,65215317.851744,D
FLEX,-0.025665,0.001451,63.02,22154138494.054478,A
FLGT,-0.413093,0.008505,15.33,456904149.734062,C
FLL,-0.042553,0.000966,2.25,96805617.05137,D
FLNC,-0.496925,0.007679,15.54,2718563285.823983,B
FLNT,-0.142857,0.001825,3.3,107578200.601556,D
FLUX,0.138462,0.012901,1.48,29235985.051758,D
FLWS,-0.157385,0.001576,3.48,214620440.640209,C
FLX,-0.191824,0.01185,2.57,165021386.451566,D
FLXS,0.235478,0.004091,51.47,251292463.137737,C
FLY,-0.157043,0.004055,19.27,3142024583.890621,B
FLYE,-0.615094,0.005907,2.04,3312111.265611,D
FLYW,-0.021463,0.002174,12.31,1621845637.628591,B
FMAO,-0.066089,0.000893,25.86,348286105.800962,C
FMBH,-0.053497,0.000283,41.01,963569880.178917,C
FMFC,0.408824,0.007074,0.479,7612800.15707,D
FMNB,0.005733,0.000236,12.93,471794385.465515,C
FMST,0.068235,0.006435,2.27,29764374.643421,D
FNGR,-0.133803,0.002859,1.23,71699127.730092,D
FNKO,0.204819,0.004351,5.0,250722912.923441,C
FNLC,-0.010733,0.000329,27.65,311196120.85281,C
FNWB,-0.140074,0.000287,9.27,82177223.791862,D
FNWD,0.009184,0.000374,37.36,161353833.961487,D
FOFO,-0.423698,0.004242,3.21,23637103.833176,D
FOLD,0.005598,2e-06,14.37,4502770257.992706,B
FONR,-0.001074,9e-06,18.6,116499164.977894,D
FORA,-0.014218,3.2e-05,2.08,64630281.789375,D
FORM,0.3874,0.00297,98.88,6623804840.920692,B
FORR,-0.264453,0.00289,5.98,123276180.727959,D
FORTY,-0.300881,0.002948,115.83,1965647862.608414,B
FOSL,0.31831,0.002032,4.68,227805219.08899,C
FOX,-0.207566,0.00078,51.4535,25354837470.806305,A
FOXA,-0.221608,0.000788,56.065,25430177023.55768,A
FOXF,-0.084285,0.001105,16.84,681795180.785173,C
FOXX,0.072144,0.004478,5.35,29246677.936134,D
FRAF,0.004876,0.00035,51.48,224371629.762459,C
FRBA,-0.045088,0.000169,15.92,385803590.732231,C
FRD,-0.092195,0.000743,18.61,130721917.571218,D
FRGT,-0.096774,0.004809,1.12,1767599.102541,D
FRHC,-0.020779,0.000822,120.17,8047779424.634171,A
FRME,-0.044263,0.000317,38.7151,2380397639.035172,B
FRMI,0.209951,0.006962,9.97,4918343418.319256,B
FROG,-0.276837,0.006291,40.15,4855738327.543926,B
FRPH,0.000836,0.000112,23.94,445773967.206406,C
FRPT,0.206256,0.000634,84.45,4054085077.337875,B
FRSH,-0.266417,0.003648,7.82,2452086722.216692,B
FRST,-0.056388,0.000204,13.21,320793045.497675,C
FRSX,-0.150641,0.00265,2.65,3892091.151215,D
FSBC,-0.030144,0.000188,38.93,807163501.400837,C
FSBW,-0.069093,0.000177,39.51,296678543.096642,C
FSEA,-0.004591,0.000145,13.01,60709442.112453,D
FSHP,-0.00551,1.1e-05,10.83,96074921.352386,D
FSLR,-0.144654,0.001949,197.2,20304313895.21176,A
FSLY,1.071506,0.030957,19.12,3057251907.348633,B
FSTR,-0.011579,0.000321,30.73,306591001.354156,C
FSUN,-0.100838,0.000568,36.47,1022907529.67054,C
FSV,0.025579,0.000735,157.57,6843018511.512085,B
FTAI,0.114472,0.001129,305.8,26704954855.107635,A
FTCI,-0.306513,0.001714,7.24,62152090.840275,D
FTDR,0.174546,0.0019,68.57,4851041478.987518,B
FTEK,0.007092,0.002306,1.42,38221559.332698,D
FTEL,-0.345382,0.00334,1.63,2066278.546095,D
FTFT,-0.269608,0.006374,1.49,7320074.390723,D
FTHM,-0.06729,0.002257,0.998,28180134.484452,D
FTLF,-0.075183,0.000559,15.13,137109669.38241,D
FTNT,-0.027802,0.000909,79.03,62221035332.67966,A
FTRE,-0.364176,0.004376,10.72,898534967.899323,C
FTRK,-0.351724,0.005835,0.47,13131124.958396,D
FUFU,-0.131868,0.003244,2.37,449502223.338495,C
FULC,-0.218284,0.004002,8.38,544123712.611193,C
FULT,-0.02758,0.000503,20.45,3633881722.849091,B
FUNC,-0.103387,0.000228,35.47,234631073.682587,C
FUND,0.0625,0.000103,10.03,292077763.088726,C
FUSB,-0.041405,0.00017,15.28,86676325.100075,D
FUSE,-0.492593,0.003734,1.37,42249869.463907,D
FUTU,-0.079644,0.000838,148.84,19973578515.134964,A
FVCB,-0.004513,0.000197,15.44,270579985.376496,C
FVN,0.00754,4e-06,10.69,80796240.287781,D
FWDI,-0.262609,0.004217,4.24,401561542.366995,C
FWONA,0.06838,0.00043,84.37,19394262059.54884,A
FWONK,0.071228,0.000461,91.59,20982271228.462807,A
FWRD,-0.127329,0.001672,25.29,685586270.648357,C
FWRG,-0.227047,0.003262,12.46,790516207.647881,C
FXNC,-0.010864,0.000281,26.55,237728905.677166,C
GABC,-0.036281,0.000214,41.34,1503986121.95607,B
GAIA,-0.034188,0.001171,3.39,81143658.598841,D
GAIN,-0.00581,0.000115,13.69,537596554.5,C
GALT,-0.006667,0.001592,2.98,199885544.850783,C
GAMB,-0.056277,0.000805,4.36,151064514.411165,D
GAME,-0.123656,0.00536,0.326,27410261.206644,D
GANX,0.466292,0.007078,2.61,117309357.415985,D
GASS,0.109046,0.000427,8.95,377559544.009624,C
GAUZ,-0.484536,0.002711,0.5,9390311.39569,D
GBDC,-0.081226,0.000343,11.99,3190325535.715925,B
GBFH,-0.084268,0.000552,30.21,417626071.681896,C
GBLI,-0.025847,0.000315,27.89,408232689.0,C
GCBC,-0.071858,0.00029,22.07,381741507.479044,C
GCL,-0.305682,0.005678,0.611,62960928.480543,D
GCMG,0.014896,0.002136,11.46,599793030.762329,C
GCT,0.097525,0.007779,44.34,1584546354.001484,B
GCTK,-0.209184,0.003263,1.55,1527031.280356,D
GDC,-0.081481,0.007279,3.72,219528364.586975,C
GDEN,0.077152,6.2e-05,28.9,748507679.034676,C
GDEV,0.010753,0.000998,15.04,274670856.58392,C
GDHG,-0.1,0.005621,1.8,36057770.044795,D
GDRX,-0.179825,0.00459,1.87,781069845.638865,C
GDS,-0.083629,0.001586,41.31,8189432829.283619,A
GDTC,0.255814,0.00589,1.08,12320397.040493,D
GDYN,-0.185766,0.002673,6.75,563954594.737654,C
GECC,-0.108262,0.000389,6.26,79789560.630061,D
GEG,-0.02381,0.00031,2.05,67781224.594065,D
GEHC,0.051929,0.000271,84.27,33848533665.168297,A
GELS,-0.197243,0.001703,0.757,7821859.213096,D
GEMI,-0.208661,0.004833,6.03,1051824189.550535,B
GEN,-0.046218,0.001101,22.57,13943951555.68364,A
GENK,-0.054187,0.001711,1.92,56660731.142486,D
GEOS,-0.441535,0.012418,9.17,130554610.814905,D
GERN,0.090909,0.002962,1.68,976683552.486509,C
GEVO,-0.04712,0.00155,1.82,518540870.259205,C
GFAI,0.102079,0.013346,0.583,13245704.377325,D
GFS,0.127312,0.002151,47.55,26060051364.152927,A
GGAL,-0.168213,0.001714,44.696,6792164229.249413,B
GGR,-0.009524,0.002425,3.12,68844451.825745,D
GH,-0.182768,0.001417,93.9,11962743818.899582,A
GHRS,-0.061315,0.002355,14.85,988128297.209869,C
GIBO,-0.059211,0.002395,1.43,5258916.722941,D
GIFT,-0.082692,0.00091,0.954,24523418.963117,D
GIG,0.001417,1e-06,10.6,353666651.685908,C
GIGM,0.0,0.000176,1.57,17130963.722988,D
GIII,0.020347,0.000458,30.59,1242823577.105495,B
GILD,0.04241,0.000536,148.95,178677647502.6045,A
GILT,-0.14791,0.00467,15.9,1180796044.606918,B
GIPR,-0.380665,0.004029,0.41,2010227.801759,D
GITS,-0.401003,0.021135,2.39,8083259.9752,D
GIW,0.002006,1e-06,9.99,471919148.553963,C
GLAD,-0.095239,0.000338,18.2,410064193.731428,C
GLBE,-0.043228,0.002792,34.97,6006605584.487427,B
GLBS,0.426667,0.002506,2.14,40135487.931441,D
GLDD,0.121032,0.000378,16.95,1153500402.845741,B
GLE,0.366337,0.005281,0.414,8717199.890614,D
GLIBA,0.056915,0.000426,39.74,1513126681.672504,B
GLIBK,0.05383,0.000352,39.35,1498795695.593178,B
GLMD,-0.079699,0.003885,0.612,4343717.572604,D
GLNG,0.078864,0.000386,44.46,4820427227.478027,B
GLOO,0.125862,0.002675,6.53,481105370.177551,C
GLPG,-0.016652,0.000199,33.66,2169331456.658859,B
GLPI,0.102321,9.9e-05,48.91,13852380200.093777,A
GLRE,0.010684,0.000168,14.19,483903851.90444,C
GLSI,-0.132937,0.004799,27.72,319901307.624035,C
GLTO,0.08114,0.011329,29.58,1741540472.328094,B
GLUE,-0.149904,0.001033,17.75,1357121105.431389,B
GLXG,0.186275,0.005994,2.42,4539149.793863,D
GLXY,-0.221256,0.006927,20.59,8028995472.909813,A
GMAB,-0.115119,0.000192,29.44,16661347693.170738,A
GMGI,8.401594,5.607247,83.52,123123950.72669,D
GMHS,0.071061,0.000545,1.04,52765818.396316,D
GMM,0.051282,0.01112,1.23,57240540.677687,D
GNLN,-0.505,0.00239,0.693,6324895.457502,D
GNLX,0.091575,0.001399,2.98,121186968.685873,D
GNPX,-0.196787,0.008677,2.0,4427174.808259,D
GNSS,0.027174,0.001158,1.89,80477914.066465,D
GNTA,0.006091,0.005049,0.991,20151677.7152,D
GNTX,-0.015152,0.000257,23.4,4834259634.815981,B
GO,0.063509,0.00053,9.88,646724360.674553,C
GOAI,0.435754,0.009725,5.14,128503369.610967,D
GOCO,-0.377273,0.003095,1.37,49388080.821514,D
GOGO,-0.049438,0.001471,4.23,704386329.108853,C
GOOD,0.085059,0.000392,12.49,603578223.994454,C
GOOG,-0.097043,0.000232,311.43,3608534952331.543,A
GOOGL,-0.092903,0.000247,311.76,3611196307098.3887,A
GOSS,-0.828629,0.037158,0.425,115959576.767093,D
GOVX,-0.428571,0.00779,1.6,3980204.535177,D
GP,0.122642,0.008109,1.19,5310931.267222,D
GPAC,-0.002014,1e-06,9.91,291158988.780975,C
GPAT,0.002977,1e-06,10.782,387406240.403652,C
GPCR,-0.298976,0.001339,62.98,4089697774.331192,B
GPRE,0.179553,0.001816,13.73,1105548895.191719,B
GPRO,-0.111927,0.003394,0.968,121393487.476712,D
GRAB,-0.043084,0.000604,4.22,16319917574.550484,A
GRAL,-0.486544,0.019642,53.23,2025844194.337769,B
GRAN,-0.362637,0.004853,1.74,44831248.812377,D
GRCE,0.144,0.001006,4.29,58571742.628181,D
GRDX,-0.265176,0.006251,2.3,7396186.760308,D
GREE,-0.068702,0.005872,1.22,23856485.319329,D
GRFS,-0.031915,0.000513,9.1,7055173500.0741,B
GRI,-0.108392,0.003947,2.55,3706499.467685,D
GRNQ,-0.041322,0.000792,1.74,16226914.708938,D
GROW,0.063354,0.000268,3.33,42073884.862161,D
GRPN,-0.124219,0.00195,12.62,497208588.826638,C
GRRR,-0.103867,0.002344,11.82,284722837.912297,C
GRVY,-0.096568,0.000518,65.02,438684064.422226,C
GRWG,-0.130769,0.001108,1.13,67024656.445356,D
GSAT,0.024515,0.00173,62.27,7255607224.577469,B
GSBC,-0.0141,0.000266,61.53,686125603.745308,C
GSHD,-0.099219,0.004368,54.2,1883161556.736374,B
GSHR,0.0,7e-06,10.36,211700035.952623,C
GSIT,0.128631,0.004414,8.16,287318453.890591,C
GSIW,-0.308176,0.001174,22.0,2081141375.358276,B
GSM,0.047131,0.001608,5.11,873665700.368119,C
GSRF,0.0,0.0,10.03,294643123.46077,C
GSRFU,-0.017925,1.8e-05,10.41,270722347.066879,C
GSUN,-0.245217,0.014198,0.868,9527426.380447,D
GT,-0.115756,0.00193,8.25,2146852837.5,B
GTBP,-0.062745,0.002857,0.478,12499879.297365,D
GTEC,-0.102564,0.002933,0.7,16363660.435738,D
GTEN,0.0,6e-06,10.31,464182365.131378,C
GTERA,0.00355,0.0,10.176,293062002.281091,C
GTIM,0.025862,0.000393,1.19,12563896.844128,D
GTLB,-0.256011,0.002286,26.3,4194843974.304199,B
GTM,-0.204866,0.002152,6.21,2002732847.1709,B
GTX,0.11623,0.000996,20.28,3590147122.685936,B
GURE,0.062212,0.004998,4.61,7374353.431272,D
GUTS,-0.006356,0.002421,0.469,73618579.474496,D
GV,-0.322222,0.001992,0.854,3970002.408064,D
GVH,0.008475,0.013134,1.19,2744184.109044,D
GWAV,-0.204918,0.000756,3.88,3335116.604176,D
GWRS,0.063101,0.000137,9.16,234368349.130131,C
GXAI,-0.191489,0.025843,1.14,13995429.521195,D
GYRE,0.003654,0.000667,8.24,742728644.144818,C
GYRO,-0.033659,0.000171,8.9,19265947.343382,D
HAFC,-0.03889,0.000357,26.11,771648740.936226,C
HAIN,-0.354839,0.004012,0.8,61875063.850831,D
HALO,-0.066085,0.000801,69.53,7950805614.143372,A
HAO,-0.07554,0.002628,1.285,71332596.434503,D
HAS,0.068592,0.000629,99.59,13293396972.882795,A
HAVA,0.0,0.0,10.0,206518016.74741,C
HAVAU,0.001984,1e-06,10.1,185233643.396141,C
HBAN,-0.060403,0.000632,16.8,33105912813.183914,A
HBCP,-0.026839,0.00037,59.1,459151589.824776,C
HBIO,0.22,0.003026,0.61,24595942.233103,D
HBNB,-0.010366,0.001003,8.115,1849101456.494518,B
HBNC,-0.062361,0.000518,16.84,834332046.750961,C
HBT,-0.026799,0.000334,26.96,825716657.868393,C
HCAC,-0.004975,1e-06,10.0,291972930.0,C
HCACU,-0.000976,1.8e-05,10.24,260348297.540762,C
HCAI,-0.144,0.006781,0.214,9823217.688091,D
HCAT,-0.295652,0.001524,1.62,137925227.172711,D
HCHL,0.0,0.002009,1.01,20364718.900681,D
HCKT,-0.269519,0.001962,13.66,360655897.058187,C
HCM,-0.015797,0.000354,14.33,2501329902.093979,B
HCMA,-0.004907,3e-06,10.14,341718667.150474,C
HCSG,0.132085,0.001764,21.77,1454906254.623356,B
HCTI,-0.731518,0.009972,4.14,2043856.836096,D
HCWB,-0.533621,0.004404,0.541,3569405.127452,D
HDL,0.062154,0.000424,17.26,969333007.444382,C
HDSN,-0.036585,0.000429,7.11,270308844.084303,C
HELE,-0.011211,0.001353,17.64,379997520.567644,C
HELP,0.069869,0.002982,7.35,261944187.75,C
HEPS,-0.032847,0.000407,2.65,1034864035.141412,C
HERE,-0.041068,0.001675,4.67,245274626.097651,C
HERZ,-0.232292,0.000359,14.74,31115437.48027,D
HFBL,0.043335,6.5e-05,19.02,59340511.054237,D
HFFG,0.088542,0.003446,2.09,112983368.230385,D
HFWA,-0.001512,0.000311,26.41,860974737.956047,C
HGBL,-0.051095,0.000537,1.3,44121771.647357,D
HHS,-0.089404,0.000308,2.75,20613127.107861,D
HIFS,-0.081812,0.001043,279.12,593572000.0,C
HIHO,-0.031915,0.000352,0.91,4233679.996801,D
HIMX,-0.086575,0.000604,7.28,1294359280.281043,B
HIND,0.531818,0.008051,3.37,15765424.931516,D
HIT,0.258929,0.002251,1.41,105850383.694087,D
HITI,0.124444,0.000545,2.53,217842544.47541,C
HIVE,-0.130081,0.003556,2.14,519176366.423776,C
HKIT,0.002538,0.000757,1.975,26955416.288986,D
HKPD,-0.142857,0.001519,0.66,7149999.73774,D
HLIT,0.066199,0.000689,10.63,1052746331.384057,B
HLMN,-0.15551,0.001346,8.2,1605937721.054022,B
HLNE,-0.257745,0.001349,104.94,5947004341.630051,B
HLP,0.141304,0.004835,1.05,77110685.048167,D
HLXC,0.007835,1.2e-05,10.29,220994294.259548,C
HMR,0.021739,0.00151,0.94,59564156.54618,D
HNNA,0.007085,0.000231,10.05,78606083.221063,D
HNRG,0.013378,0.0013,18.18,925813015.301096,C
HNST,0.12,0.003204,2.8,329549463.318464,C
HNVR,-0.112721,0.000177,20.68,151687527.287472,D
HOFT,0.058303,0.001425,14.34,144637003.222275,D
HOLO,-0.097046,0.001368,2.14,31756749.852473,D
HOLX,0.008295,3e-06,75.36,16908568627.797432,A
HON,0.075757,0.000102,243.59,158554794835.8284,A
HOOD,-0.156379,0.00393,75.85,69404770488.0722,A
HOPE,-0.067418,0.000412,11.26,1428189696.475261,B
HOTH,0.151653,0.002267,1.01,15405711.364734,D
HOUR,0.073034,0.000201,1.91,67890295.754929,D
HOVR,0.065934,0.002375,1.94,84965276.180878,D
HOWL,-0.116348,0.002386,0.6,30677407.811892,D
HPAI,-0.01746,0.000863,2.87,107052564.553335,D
HPK,0.118026,0.004494,5.21,703818162.99687,C
HQI,0.039212,0.001054,11.6,155241003.227234,D
HQY,-0.121511,0.000599,76.49,6776208635.500366,B
HRMY,-0.245772,0.002112,28.54,1638624590.207111,B
HROW,0.206682,0.00053,54.18,1346311360.035332,B
HRTX,-0.137681,0.002199,1.19,177861651.586044,C
HRZN,-0.098227,0.000391,5.96,194529912.7658,C
HSAI,0.169705,0.001379,26.95,3829240342.114014,B
HSCS,-0.129375,0.001213,2.786,8390466.813407,D
HSDT,-0.248996,0.007443,1.87,115637705.781389,D
HSIC,0.094011,0.000495,82.39,9135444843.5662,A
HSPT,0.113722,0.004234,11.85,86260000.0,D
HST,0.049277,0.000362,19.59,13397332593.251003,A
HSTM,-0.03192,0.000477,21.23,660116070.5,C
HTBK,-0.049694,0.000363,12.43,753489000.310135,C
HTCO,0.080183,0.004824,9.43,61076632.860733,D
HTCR,0.054902,0.003745,0.269,6253272.940726,D
HTFL,-0.195274,0.004803,23.16,1956947323.637432,B
HTHT,0.163482,0.000384,54.8,15540316073.25928,A
HTLD,0.024141,0.001027,11.03,786092471.006109,C
HTLM,-0.203187,0.01673,2.0,180271874.144673,C
HTO,0.033056,0.000199,53.79,2434625236.938194,B
HTOO,0.030675,0.001255,3.36,7717412.130518,D
HTZ,-0.084677,0.002003,4.54,1286925957.613157,B
HUBC,-0.439394,0.014168,1.48,2249245.957523,D
HUBG,-0.133052,0.002719,43.07,2390012498.2882,B
HUDI,0.060345,0.001826,1.23,21162789.632735,D
HUHU,0.127119,0.008505,7.315,175716336.580515,C
HUIZ,-0.013255,0.00139,2.01,19168294.15947,D
HUMA,0.093137,0.009345,1.115,214226131.080837,C
HURA,2.217726,0.036735,1.67,84717127.5,D
HURC,0.066867,0.000292,17.71,102869718.16748,D
HURN,-0.179672,0.00221,141.4,2497081842.010071,B
HUT,-0.05251,0.006273,53.23,5219464424.039886,B
HVII,0.0,3e-06,10.31,268300574.149825,C
HVMC,0.001988,3e-06,10.08,297629196.634293,C
HWBK,-0.054999,0.000363,32.99,226861071.112328,C
HWC,-0.056352,0.000517,65.3129,5255920962.8134,B
HWH,-0.232143,0.004102,1.29,9644555.714798,D
HWKN,0.194375,0.000424,149.1,3111067445.574249,B
HXHX,0.140659,0.012148,0.519,6283749.826252,D
HYFM,-0.111842,0.001246,1.35,4993694.524794,D
HYFT,-0.302469,0.002739,1.13,51827322.577924,D
HYMC,0.43056,0.008696,50.37,3220554721.372009,B
HYNE,0.002764,9.1e-05,14.51,118539175.099863,D
HYPD,-0.312195,0.006254,2.82,26349971.711183,D
HYPR,-0.077586,0.001266,1.07,103970468.086699,D
IAC,0.035116,0.000771,38.32,2932389331.442585,B
IART,0.019713,0.000758,11.38,758328998.163177,C
IBAC,0.014218,4e-06,10.7,61532490.652738,D
IBCP,-0.043753,0.000216,34.75,708285541.717976,C
IBEX,-0.239874,0.001008,28.9,411018187.164783,C
IBG,-0.176201,0.011731,3.6,3838185.125621,D
IBIO,0.226087,0.003908,2.82,90158690.586236,D
IBKR,-0.053188,0.00113,71.19,113390880187.7712,A
IBOC,-0.056982,0.000374,67.11,4136683569.169464,B
IBRX,0.595432,0.016567,9.78,8913726401.95868,A
